,label,x,y,lbl_id
m1150,winged_vehicle,-7.468546,-19.41104,52
m1151,winged_vehicle,8.687983,25.257359,52
m1152,winged_vehicle,8.828717,29.232798,52
m1153,winged_vehicle,-14.462088,15.559745,52
m1154,winged_vehicle,0.11529482,21.0316,52
m1155,winged_vehicle,8.250901,22.456463,52
m1156,winged_vehicle,9.80533,28.766079,52
m1157,winged_vehicle,10.284274,30.134256,52
m1158,winged_vehicle,6.8743734,23.28876,52
m560,display_device,2.0870652,-8.184481,12
m1079,plant,6.4546013,30.43178,31
m1080,plant,12.887307,33.53023,31
m1081,plant,-0.32527104,23.939896,31
m1082,plant,9.571289,30.053778,31
m1159,winged_vehicle,6.544233,22.111046,52
m1160,winged_vehicle,3.753366,5.510863,52
m1161,winged_vehicle,-0.041200772,23.784872,52
m1162,winged_vehicle,5.829303,23.837534,52
m1163,winged_vehicle,7.582712,29.712523,52
m1083,plant,2.5014484,12.090482,31
m1084,plant,7.6860585,28.974874,31
m1085,plant,0.22133131,20.221338,31
m1086,plant,7.6014743,27.256458,31
m1087,plant,16.864498,5.324566,31
m1164,winged_vehicle,13.432042,7.5148373,52
m1165,winged_vehicle,20.91552,2.6763709,52
m1166,winged_vehicle,16.690924,8.43677,52
m548,display_device,17.850744,5.8573136,12
m549,display_device,14.891019,7.966512,12
m555,display_device,17.512045,9.423033,12
m556,display_device,19.459677,7.7382865,12
m557,display_device,17.730143,8.693146,12
m558,display_device,12.780414,7.8909607,12
m559,display_device,13.65733,-7.2575197,12
m550,display_device,19.048838,3.4227595,12
m551,display_device,8.897171,-13.80264,12
m552,display_device,18.045557,3.7784927,12
m553,display_device,13.520265,-7.057114,12
m554,display_device,17.898436,1.9892542,12
m1088,plant,18.583458,7.375198,31
m829,seat,17.884443,4.487628,35
m830,seat,17.735437,0.6345037,35
m831,seat,21.648373,6.9386773,35
m832,seat,20.824617,1.8391442,35
m833,seat,1.3712636,-12.524016,35
m834,seat,-14.90385,7.4502134,35
m835,seat,-0.36448523,0.13620244,35
m836,seat,-11.1562395,7.9905586,35
m837,seat,-4.858773,-15.757235,35
m843,seat,-0.7408153,-2.2191184,35
m1565,car,-2.6916099,-0.40901124,7
m1566,car,-16.178661,5.7026434,7
m1567,car,-17.596647,7.4807396,7
m1568,car,-16.622068,6.662234,7
m838,seat,-9.390047,-0.54174525,35
m839,seat,-19.247952,5.3389907,35
m840,seat,-1.7918915,4.4097476,35
m841,seat,-1.5261098,-0.25477865,35
m842,seat,0.660015,4.0511947,35
m1569,car,-0.92482316,-0.89659417,7
m1768,display_device,-2.3258047,1.1970024,12
m1769,display_device,-16.853077,5.611506,12
m1770,display_device,0.8656902,-2.898909,12
m1771,display_device,-6.8098555,-13.554163,12
m1772,display_device,-10.437098,5.4967813,12
m1773,display_device,-18.581493,5.9273376,12
m1774,display_device,-3.949812,2.720221,12
m1775,display_device,13.207452,-9.753376,12
m1776,display_device,13.94613,-17.299042,12
m1777,display_device,-17.009777,-15.051572,12
m1778,display_device,2.7947307,-22.394947,12
m792,seat,14.754776,-7.963954,35
m793,seat,-16.60562,-16.845036,35
m794,seat,3.332064,-24.549402,35
m800,seat,8.28207,-8.595472,35
m801,seat,-16.782278,-16.17668,35
m802,seat,-14.16474,-8.187201,35
m803,seat,5.582171,-16.706263,35
m804,seat,0.2722988,-24.881445,35
m795,seat,-11.412857,-17.8726,35
m796,seat,-3.1465476,-22.158237,35
m797,seat,23.376722,-0.1149357,35
m798,seat,-1.2200907,-23.338034,35
m799,seat,4.899793,-20.427359,35
m805,seat,4.1288157,-21.221458,35
m806,seat,3.5182374,-23.563444,35
m603,lamp,12.249334,-5.9138045,26
m604,lamp,3.3139946,-25.95605,26
m605,lamp,0.016513152,-23.970358,26
