id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,cell_type_3,center_x,center_y,center_z,cell_area_mean,cell_area_std,cell_area_sum,faces_outlier,vertices_outlier,face_area_outlier
m65,fish,1930,1004,0.025,0.399816,0.025,0.604595,0.025,0.975,1930,0.21240210875885399,0.30490286851087456,0.5688654502716257,0.00035698018968510265,0.0008927112355543469,0.6889717660922481,False,False,False
m66,fish,8198,4117,0.025,0.445705,0.025,0.547553,0.025,0.975,8198,0.24233466747415425,0.2947519996842708,0.6011428195794554,0.0001806328860545451,0.0004622979457565727,1.4808283998751608,False,False,False
m67,fish,27996,14000,0.025,0.975,0.025,0.2497,0.025,0.388988,27996,0.5093285907837145,0.13158658220823302,0.19150020549617056,1.6695463573989385e-05,6.30705261400907e-05,0.4674061982174068,False,False,False
m68,fish,1098,553,0.025,0.975,0.025,0.278519,0.025,0.18743,1098,0.4909939413902401,0.14594146524923518,0.10712162837872362,0.0003342422920557354,0.0003958984240866182,0.36699803667719744,False,False,False
m69,fish,568,317,0.025,0.357325,0.025,0.264776,0.025,0.975,568,0.19097966136051922,0.10865506697246281,0.6054355499162002,0.0008730899004026183,0.0009688687187565188,0.4959150634286872,False,False,False
m7,bee,506,265,0.025,0.570829,0.025,0.577454,0.025,0.975,506,0.29832629408654493,0.39149788790783013,0.5225152489610153,0.0020332790034878895,0.0021668148550842486,1.028839175764872,False,False,False
m70,dolphin,560,320,0.025,0.454415,0.025,0.266076,0.025,0.975,560,0.23976029961780018,0.09932123703725869,0.5299950491931833,0.0007716043556056091,0.0006738831206770499,0.43209843913914114,False,False,False
m71,dolphin,836,420,0.025,0.32599,0.025,0.371535,0.025,0.975,836,0.1754458056139243,0.15613347078367532,0.5152743075263249,0.0005672768898639056,0.0007117870276294949,0.47424347992622506,False,False,False
m72,dolphin,590,331,0.025,0.456203,0.025,0.262828,0.025,0.975,590,0.24062871648232934,0.10309656659343185,0.532934955612544,0.0008307676091598092,0.0007291736844375965,0.4901528894042875,False,False,False
m73,dolphin,564,285,0.025,0.975,0.025,0.610865,0.025,0.376181,564,0.5260722731490902,0.30402565609198334,0.20001372369429163,0.0011863169415153958,0.001077668405310345,0.6690827550146832,False,False,False
m74,dolphin,336,162,0.025,0.354455,0.025,0.321596,0.025,0.975,336,0.18586509356242684,0.1532579637435561,0.5825374414508766,0.0010775919461298257,0.0021875368733043606,0.36207089389962144,False,False,False
m75,shark,512,298,0.025,0.538384,0.025,0.299311,0.025,0.975,512,0.2815543524983216,0.10687048883688277,0.5456552364069103,0.0008979173403629551,0.0006636829230230742,0.459733678265833,False,False,False
m76,shark,3164,1583,0.025,0.39593,0.025,0.35314,0.025,0.975,3164,0.2104686036464165,0.18352868522856242,0.5709965877874145,0.00012968317353036633,0.00017109064117405956,0.4103175610500791,False,False,False
m77,shark,23022,11578,0.025,0.975,0.025,0.407994,0.025,0.611203,23022,0.4899628940828495,0.15022152447443973,0.3396760619089734,2.9875152837326587e-05,0.00014272526227459913,0.6877857686209327,False,False,False
m78,shark,734,468,0.025,0.975,0.025,0.51665,0.025,0.428181,734,0.46716623281078107,0.24640957871442323,0.26421808830938753,0.0006047632168364327,0.0005985847841408986,0.44389620115794165,False,False,False
m79,shark,226,166,0.025,0.975,0.025,0.256171,0.025,0.300958,226,0.5234723502145578,0.09352754391534877,0.1867366858898919,0.0011992517063420488,0.0008682272627202818,0.271030885633303,False,False,False
m8,bee,698,423,0.025,0.478489,0.025,0.975,0.025,0.834222,698,0.25944900876292265,0.5309492769245838,0.38253726408278665,0.0019430662564650142,0.002731060584842445,1.35626024701258,False,False,False
m80,shark,2104,1104,0.025,0.975,0.025,0.308883,0.025,0.416001,2104,0.4468855023040004,0.12043820567972238,0.1970759739635172,0.00018804340231324553,0.00017828141914544627,0.39564331846706857,False,False,False
m81,shark,1673,857,0.025,0.4145,0.025,0.291,0.025,0.975,1673,0.2164074755551451,0.11377089533823508,0.5734721592340367,0.00020866760351708353,0.00024065510493258128,0.34910090068408073,False,False,False
m82,snake,8276,4144,0.025,0.975,0.025,0.78087,0.025,0.650372,8276,0.6381914844325103,0.19929718493134138,0.42527720667989743,7.354748917068443e-05,9.197654186492815e-05,0.6086790203765844,False,False,False
m83,snake,154,98,0.025,0.712854,0.025,0.975,0.025,0.706513,154,0.39016208399225827,0.5730235711806785,0.37285254133711365,0.008550740173896723,0.005372671862845253,1.3168139867800952,False,False,False
m84,snake,5263,2777,0.025,0.0777835,0.025,0.0683238,0.025,0.975,5263,0.05139184822852689,0.04445420311093319,0.5787082542755925,1.978446355531049e-05,4.6401326489150106e-05,0.10412563169159911,False,False,False
m85,snake,3907,1981,0.025,0.542246,0.025,0.499659,0.025,0.975,3907,0.3227899142046587,0.28711122233367375,0.4349969677254497,0.0001552404799274679,0.00034354667267753007,0.6065245550766171,False,False,False
m86,dog,245,176,0.025,0.18809,0.025,0.627269,0.025,0.975,245,0.10471361307997339,0.3178827681383764,0.523537635885032,0.0021931338253474843,0.0020854872266148497,0.5373177872101337,False,False,False
m87,dog,1331,691,0.025,0.305914,0.025,0.811559,0.025,0.975,1331,0.15966986790758428,0.4506154941211571,0.46366508294999564,0.0007567473112558464,0.0007283063073516127,1.0072306712815315,False,False,False
m88,dog,3220,1618,0.025,0.244397,0.025,0.617999,0.025,0.975,3220,0.13349727008316079,0.3418898579093456,0.5931963790371914,0.00021366382819394103,0.00027293805553807937,0.6879975267844901,False,False,False
m89,dog,25030,12515,0.025,0.366076,0.025,0.832384,0.025,0.975,25030,0.19329059776691004,0.4406008947935961,0.5123079907641351,4.783631461082928e-05,7.920082073808821e-05,1.1973429547090568,False,False,False
m9,butterfly,902,557,0.025,0.830435,0.025,0.975,0.025,0.482593,902,0.3593848633529332,0.5000772637899993,0.3165421110655869,0.0006527195730483054,0.003089216072996046,0.5887530548895714,False,False,False
m90,dog,3526,1783,0.025,0.485433,0.025,0.5735,0.025,0.975,3526,0.2552270397243625,0.3405930920824445,0.4496147706919052,0.00036088926641306905,0.0003750179112247983,1.2724955533724815,False,False,False
m91,dog,3169,1614,0.025,0.338336,0.025,0.86107,0.025,0.975,3169,0.18166718048223787,0.4287094930034984,0.5266775875601938,0.00028837589344820263,0.00036021702896016816,0.9138632063373542,False,False,False
m92,dog,3888,1971,0.025,0.335514,0.025,0.890256,0.025,0.975,3888,0.18023991845310827,0.4411468359358326,0.44907410205779297,0.0002471658855768223,0.0003719921712718147,0.9609809631226851,False,False,False
m93,feline,464,278,0.025,0.975,0.025,0.657726,0.025,0.29666,464,0.5550097504161994,0.3926632528940658,0.15885228414474883,0.004237732149450117,0.0030324465304444014,1.9663077173448544,False,False,False
m94,feline,6328,3332,-39746300.0,55866200.0,-172210000.0,21099000.0,-454395000.0,8049400.0,6328,8113077.613731069,-46536069.70243592,-185557672.02025446,21279922091528.69,36088263225406.164,1.3465934699519357e+17,False,False,True
m95,feline,1908,956,0.025,0.254726,0.025,0.413236,0.025,0.975,1908,0.13987839126692186,0.23705310151400955,0.5200975569584387,0.00033873298369568964,0.0003250066081442961,0.6463025328913758,False,False,False
m96,feline,10061,5169,0.025,0.272288,0.025,0.537454,0.025,0.975,10061,0.1486440036571482,0.32321373985629465,0.508024656740612,7.53268566684005e-05,0.00011867893167717878,0.7578635049407775,False,False,False
m97,feline,7083,3601,0.025,0.280377,0.025,0.543507,0.025,0.975,7083,0.1526886501438755,0.3331375394239706,0.503844320787992,0.00010391881147129667,0.00013220506483844897,0.7360569416511943,False,False,False
m98,feline,8236,4195,0.025,0.279628,0.025,0.519559,0.025,0.975,8236,0.1523329438350851,0.3123079715068295,0.5032936552423796,9.327442401799539e-05,0.00012912623649276422,0.76820815621221,False,False,False
m99,pig,2888,1450,0.025,0.337893,0.025,0.511845,0.025,0.975,2888,0.18165183790706815,0.29870950818328995,0.4502685206414836,0.0003506005923104296,0.0004419578378604197,1.0125345105925208,False,False,False
m100,pig,1208,606,0.025,0.558031,0.025,0.458469,0.025,0.975,1208,0.29130319960494766,0.21020809763643206,0.521506323579553,0.0009550218626837393,0.0009060901589649957,1.1536664101219571,False,False,False
m101,pig,2204,1143,0.025,0.408786,0.025,0.685159,0.025,0.975,2204,0.2169990788889347,0.32668737934615255,0.5490867849125344,0.001253738174155939,0.002436011132324452,2.763238935839689,False,False,False
m102,pig,226,127,0.025,0.401002,0.025,0.450621,0.025,0.975,226,0.21295683480273409,0.2400952743615369,0.4684831607465652,0.004468209862273601,0.0038577146187561313,1.009815428873834,False,False,False
m103,horse,31432,16049,0.025,0.248663,0.025,0.730227,0.025,0.975,31432,0.1365852957582011,0.3828939373624576,0.5234033515186153,3.040284923763484e-05,0.00010580504340220461,0.9556223572373382,False,False,False
m104,horse,462,233,0.025,0.975,0.025,0.781594,0.025,0.282277,462,0.5020254492457197,0.4325574582861275,0.15401603774318307,0.00215604391472904,0.002140388395351931,0.9960922886048166,False,False,False
m105,horse,260,146,0.025,0.269551,0.025,0.975,0.025,0.946481,260,0.1470975942469867,0.4673074398595582,0.4512754830503425,0.0037683352769442954,0.003680957380477456,0.9797671720055168,False,False,False
m106,horse,690,346,0.025,0.21348,0.025,0.65884,0.025,0.975,690,0.12326475780289013,0.3622025654580458,0.5694438916989398,0.0007996909545705685,0.00163871940419356,0.5517867586536922,False,False,False
m107,horse,6052,3051,0.025,0.263878,0.025,0.888063,0.025,0.975,6052,0.14443928317645338,0.486655904545256,0.4477502330686804,0.00015935845271940964,0.00018639991146211261,0.9644373558578672,False,False,False
m108,horse,22258,11105,0.025,0.975,0.025,0.907116,0.025,0.282553,22258,0.5587249477941192,0.47639664530420595,0.1602060669112573,4.4951407431907884e-05,4.57363661615614e-05,1.0005284266194057,False,False,False
m109,rabbit,2568,1288,0.025,0.83322,0.025,0.975,0.025,0.465593,2568,0.3983778311230571,0.32048803682333776,0.24978899117174505,0.0009490727862370076,0.001060816453062068,2.4372189150566355,False,False,False
m110,rabbit,902,453,0.025,0.47055,0.025,0.719399,0.025,0.975,902,0.24692173758848807,0.3044466495269097,0.4736504050998596,0.0017725933617391402,0.001549860479154737,1.5988792122887046,False,False,False
m111,rabbit,2442,1238,0.025,0.414531,0.025,0.678081,0.025,0.975,2442,0.21975609153742443,0.3031397201618948,0.4726125170982242,0.0004992980482853886,0.0005594044061018417,1.219285833912919,False,False,False
m112,rabbit,15294,7691,0.025,0.937056,0.025,0.975,0.025,0.655766,15294,0.4231635151106672,0.6007934989709509,0.3145529290796677,0.0001307084995508771,7.38781971928158e-05,1.999055792131114,False,False,False
m113,skeleton,11092,6100,0.025,0.326302,0.025,0.975,0.025,0.168733,11092,0.1768837472442596,0.5519229479743113,0.1000324416050352,3.608297737072801e-05,7.085984862622792e-05,0.4002323849961151,False,False,False
m114,skeleton,5418,2910,0.025,0.3384,0.025,0.975,0.025,0.175952,5418,0.18143431915026803,0.5761318816715464,0.0937231217643201,7.209059246925205e-05,6.635363928739127e-05,0.39058682999840766,False,False,False
m115,skeleton,5399,2873,0.025,0.467031,0.025,0.975,0.025,0.704194,5399,0.2059964547443872,0.5688532093481137,0.4444948964827802,8.545193554750945e-05,7.84674108219566e-05,0.46135500002100355,False,False,False
m116,skeleton,51956,26926,0.025,0.299498,0.025,0.975,0.025,0.18297,51956,0.16220900240621836,0.5686514650353518,0.08720988107545823,6.2537280941711155e-06,1.7145884257739648e-05,0.3249186968607545,True,True,False
m117,skeleton,4316,2284,0.025,0.219052,0.025,0.975,0.025,0.198712,4316,0.12258000996251021,0.5457860566517468,0.08753969912099603,7.29431996820322e-05,7.880251559160742e-05,0.31482284982765096,False,False,False
m118,human,888,472,0.025,0.283933,0.025,0.975,0.025,0.197224,888,0.1544668048575183,0.5283829112882175,0.08303967639164091,0.0005374363094974029,0.0007113846099206848,0.4772434428336938,False,False,False
m119,human,837,450,0.025,0.275279,0.025,0.975,0.025,0.216721,837,0.15217539412425848,0.5371211071670198,0.09144819434153433,0.0005957209077169681,0.0007980583568167645,0.49861839975910227,False,False,False
m120,human,870,467,0.025,0.272396,0.025,0.975,0.025,0.222875,870,0.14598492441762323,0.5328733705818848,0.11961229445439354,0.0005499458992789289,0.0006623001515858879,0.47845293237266817,False,False,False
m121,human,882,471,0.025,0.316116,0.025,0.975,0.025,0.205277,882,0.18605702694326418,0.5325205164997402,0.11012391286239216,0.0005450038504909361,0.0007181400583317493,0.48069339613300566,False,False,False
m122,human,830,443,0.025,0.281675,0.025,0.975,0.025,0.275883,830,0.1540499996609826,0.5387538700939308,0.08708725081617802,0.0005701952050804476,0.0008243303596196383,0.47326202021677155,False,False,False
m123,human,890,474,0.025,0.273174,0.025,0.975,0.025,0.285059,890,0.15006827085195462,0.5341735632690877,0.119995905846435,0.000515522283957476,0.0006869065384433374,0.4588148327221537,False,False,False
m124,human,862,473,0.025,0.299149,0.025,0.975,0.025,0.234196,862,0.1625576265322886,0.5317597337006361,0.08760154827092438,0.000637766299425554,0.0008727324061185795,0.5497545501048275,False,False,False
m125,human,2500,1250,0.025,0.353075,0.025,0.291865,0.025,0.975,2500,0.16847121090856487,0.12064135834055552,0.4854422287090176,0.00020077767422082676,0.00010241812824800809,0.5019441855520669,False,False,False
m126,human,1018,577,0.025,0.258991,0.025,0.975,0.025,0.174844,1018,0.14262302805309984,0.5529835442866456,0.09209425120314574,0.00047271764679219754,0.0007359124044043635,0.4812265644344571,False,False,False
m127,human,1796,756,0.025,0.305485,0.025,0.975,0.025,0.180612,1796,0.16935969727450367,0.5211620010311117,0.09396052203416624,0.0004371579443218736,0.000504459765672838,0.785135668002085,False,False,False
m128,human,853,458,0.025,0.284853,0.025,0.975,0.025,0.242942,853,0.15509637050715314,0.5455031285216336,0.12467280240433698,0.0005744729243891531,0.0008271597428547628,0.4900254045039476,False,False,False
m129,human,8364,1871,0.025,0.272453,0.0296203,0.975,0.025,0.205935,8364,0.1488502311842362,0.5496917072451029,0.09117544667764782,0.00026563906349008653,0.0005742897615885476,2.2218051270310837,False,False,False
m130,human,1865,1025,0.025,0.292015,0.025,0.975,0.025,0.178544,1865,0.15838696574377803,0.5266394486104916,0.09739707771768744,0.0003367265073924243,0.0007619630245004754,0.6279949362868713,False,False,False
m131,human,3012,2012,0.025,0.322927,0.025,0.197527,0.025,0.975,3012,0.17206644344995384,0.13646524075690653,0.5260845683820101,0.0001868400410458021,0.0001774599504975469,0.562762203629956,False,False,False
m132,human,4049,2537,0.025,0.196376,0.025,0.303506,0.025,0.975,4049,0.11583170865146636,0.16521123289666326,0.5199258236377465,0.00015075749562148177,0.0001723052184159772,0.6104170997713797,False,False,False
m133,human,4253,2344,0.025,0.334878,0.025,0.975,0.025,0.215259,4253,0.17976753768745043,0.5019052621900643,0.11647512021158994,0.0003278014987683695,0.0004740141976428974,1.3941397742618755,False,False,False
