,label,x,y,lbl_id
m603,lamp,-48.43527,-9.963925,26
m604,lamp,-46.92077,-14.737468,26
m605,lamp,-27.938093,10.439705,26
m606,lamp,-42.998234,-14.9363,26
m607,lamp,-13.8197155,29.053349,26
m608,lamp,37.75879,3.7471035,26
m609,lamp,61.958286,8.067595,26
m610,lamp,60.90048,7.1492457,26
m611,lamp,62.354065,11.212717,26
m612,lamp,107.70132,-15.632026,26
m613,lamp,-86.38275,-12.69695,26
m614,lamp,2.7635732,-1.0299319,26
m615,lamp,-47.862774,-16.700844,26
m616,lamp,51.632637,-41.751488,26
m767,seat,32.126442,33.38187,35
m768,seat,43.237934,37.49534,35
m769,seat,76.95435,-18.161177,35
m770,seat,56.77649,14.754677,35
m771,seat,47.004856,29.118471,35
m772,seat,66.03133,3.7620769,35
m773,seat,41.85825,33.549736,35
m807,seat,-25.998796,35.777477,35
m808,seat,-14.25366,-2.7485092,35
m809,seat,-11.7943945,0.7032244,35
m810,seat,-6.659129,-5.162239,35
m811,seat,-66.68213,-9.395464,35
m812,seat,-81.99993,25.22501,35
m813,seat,-97.79019,-0.5842988,35
m814,seat,-90.08424,13.023958,35
m815,seat,56.526035,-16.193193,35
m816,seat,52.03285,-13.175655,35
m817,seat,-19.314877,8.471304,35
m818,seat,57.437946,-17.952515,35
m819,seat,-4.191731,-54.515884,35
m820,seat,54.39984,-24.643606,35
m821,seat,-3.3734176,-52.155293,35
m822,seat,-4.4338627,-56.56219,35
m823,seat,18.897705,89.9139,35
m824,seat,-93.292175,-8.644888,35
m825,seat,-88.801926,-4.8421497,35
m826,seat,-87.55846,-7.4702883,35
m827,seat,39.045616,-13.289103,35
m828,seat,40.909504,-14.001134,35
m1346,balloon_vehicle,42.340233,-13.258401,1
m1347,balloon_vehicle,42.529667,-15.447056,1
m1348,balloon_vehicle,-57.18735,14.293854,1
m1349,balloon_vehicle,-57.950985,16.02485,1
m1350,balloon_vehicle,13.459222,8.233582,1
m1351,balloon_vehicle,-49.647205,38.2358,1
m1352,balloon_vehicle,-52.77426,12.635846,1
m86,quadruped,-72.69924,-0.669561,32
m87,quadruped,-86.84561,14.068511,32
m88,quadruped,-77.89425,-0.42646864,32
m89,quadruped,59.694202,-13.436272,32
m90,quadruped,-28.688625,11.9964285,32
m91,quadruped,38.36474,66.22464,32
m92,quadruped,28.23867,74.59944,32
m70,underwater_creature,-60.56597,34.565704,50
m399,building,-39.316372,49.035465,5
m400,building,107.74387,-8.986166,5
m401,building,-40.190453,-32.708878,5
m402,building,36.087677,36.528896,5
m403,building,-66.72081,28.666996,5
m71,underwater_creature,38.39862,-46.839394,50
m72,underwater_creature,35.84298,34.157806,50
m73,underwater_creature,20.61272,-85.3964,50
m74,underwater_creature,20.676933,-89.341034,50
m398,building,21.102917,-87.22549,5
m409,building,-42.522793,-17.006721,5
m410,building,31.383408,68.86168,5
m1705,door,32.58243,70.62979,13
m1706,door,41.982185,63.410275,13
m1707,door,43.84534,62.317753,13
m404,building,-40.439995,-29.711683,5
m405,building,41.25055,-18.40561,5
m406,building,78.20847,-20.405048,5
m407,building,59.10939,-24.239973,5
m408,building,101.838585,2.4626539,5
m1713,door,100.95772,3.2613118,13
m1714,door,3.171178,5.584181,13
m1715,door,45.718693,34.72437,13
m1716,door,-33.815548,40.34879,13
m1717,door,10.541552,41.49391,13
m1708,door,13.474433,46.057034,13
m1709,door,11.212617,42.531548,13
m1710,door,-15.134714,-13.98705,13
m1711,door,-60.27973,17.367603,13
m1712,door,62.564827,13.257239,13
m1718,door,-65.50812,6.96384,13
m1719,door,-83.60397,-6.5263267,13
m1720,door,-64.30766,-9.984266,13
m1721,door,-33.132538,44.41094,13
m1722,door,-69.15858,1.1066453,13
m1723,door,-73.16804,-2.7451675,13
m1724,door,-41.258045,-54.44067,13
m1725,door,23.169035,98.78641,13
m1726,door,-37.365955,48.002537,13
m1727,door,-38.009804,-1.4324592,13
m1625,dragon,-48.308777,5.6605024,14
m48,flying_creature,-49.40385,8.288179,16
m49,flying_creature,-87.80114,7.117747,16
m50,flying_creature,-33.0836,-36.065598,16
m51,flying_creature,13.248322,-62.352882,16
m1728,door,19.651373,-86.58399,13
m1729,door,-2.1202233,-24.23374,13
