id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,cell_type_3,center_x,center_y,center_z,cell_area_mean,cell_area_std,faces_outlier,vertices_outlier,face_area_outlier
m1556,antique_car,15701,9999,-0.43462052941322327,0.5639920234680176,-0.16564512252807617,0.19960831105709076,-0.1611279845237732,0.1746947169303894,15701,-0.012146427050700185,0.015562687159799195,0.014838692820826506,0.00012289226606675024,0.0009726794258863236,False,False,False
m1557,antique_car,19228,9998,-0.4610440731048584,0.5377233624458313,-0.18848271667957306,0.22034147381782532,-0.18859244883060455,0.19519077241420746,19228,-0.0026124841666694248,0.01526297270599051,0.013505421444413957,8.936948694462754e-05,0.00017423399069105551,False,False,False
m1558,antique_car,18088,10000,-0.4770057499408722,0.5208527445793152,-0.15332414209842682,0.18218667805194855,-0.15361244976520538,0.14886702597141266,18088,0.001717742029425139,0.01556554466807275,0.01891079490285584,8.44012159949399e-05,4.408638764869926e-05,False,False,False
m1559,antique_car,18694,9991,-0.456830769777298,0.5447704792022705,-0.19207754731178284,0.22070527076721191,-0.3073517680168152,0.27536851167678833,18694,-0.004090324694316092,0.01540363804893036,0.012296996024970452,0.00015509674575563286,0.00011800473044842835,False,False,False
m273,apatosaurus,19974,10000,-0.5329124331474304,0.46734797954559326,-0.1994810700416565,0.19645565748214722,-0.07657492905855179,0.11675743758678436,19974,-0.005712102315586667,0.016758128972026862,0.020129042294097323,1.7712674907392135e-05,3.3840868592812766e-06,False,False,False
m274,apatosaurus,19990,10000,-0.5389866232872009,0.7144028544425964,-0.2638925313949585,0.4226585328578949,-0.12269533425569534,0.181663379073143,19990,-0.0031722500081685363,0.0018732713283276014,0.014883422398827824,4.3956166039470676e-05,5.00343639447672e-06,False,False,False
m275,apatosaurus,19996,10000,-0.5453037023544312,0.524768054485321,-0.20163369178771973,0.1621798723936081,-0.08224992454051971,0.12144237756729126,19996,0.005088019916999515,0.00739122467834253,0.019886016210011407,2.0725357416480356e-05,2.0075250952582e-06,False,False,False
m276,apatosaurus,19916,9986,-0.5357564091682434,0.46691781282424927,-0.2137417048215866,0.1789667159318924,-0.039890311658382416,0.08368213474750519,19916,-0.007254627240990882,0.017213535276023536,0.021877133842684235,9.529796649270321e-06,3.408869960446646e-06,False,False,False
m729,axe,19599,9924,-0.6530674695968628,0.3360527753829956,-0.1113566979765892,0.19835884869098663,0.005713947117328644,0.04128163307905197,19599,0.0041678799486685545,0.016016674643291984,0.023931967863872222,7.331387553653912e-06,2.4417206691420328e-06,False,False,False
m730,axe,19683,9992,-0.3527835011482239,0.6471055746078491,-0.19081585109233856,0.21885620057582855,-0.013646194711327553,0.05998159945011139,19683,-0.01783524637308001,0.014332450529258238,0.023124023230308766,1.4786392097676202e-05,1.1804367998345952e-05,False,False,False
m731,axe,19775,9944,-0.7340307235717773,0.2642255127429962,-0.2503013014793396,0.27383965253829956,0.006706068757921457,0.04146583750844002,19775,0.011566123626750186,0.01161961919673137,0.02413406701095808,1.5922088803285547e-05,3.920728175734719e-06,False,False,False
m732,axe,19955,9994,-0.4805346727371216,0.5190973877906799,-0.05883046239614487,0.10972726345062256,-0.029859788715839386,0.073170505464077,19955,-0.002484948606599741,0.021044819360867776,0.02236005007787315,5.780963138637637e-06,5.381162498583411e-06,False,False,False
m458,barn,20430,9990,-0.4996025860309601,0.5806751251220703,-0.3890450894832611,0.36890318989753723,-0.15776585042476654,0.13919512927532196,20430,-0.013603932042878715,0.0055721973612851946,0.0190741261599548,0.00019900181730328752,9.789543126179392e-05,False,False,False
m459,barn,19995,10000,-0.5,0.5,-0.32500001788139343,0.3416670560836792,-0.28121256828308105,0.383501261472702,19995,3.497258488466868e-05,0.008374420527454475,-0.01145695784817666,0.0001514454871121708,2.8390116631240755e-05,False,False,False
m460,barn,17408,9998,-0.5137324929237366,0.5299620628356934,-0.4990113377571106,0.374094158411026,-0.3654869794845581,0.37825000286102295,17408,0.0022021464692379314,-0.004767178427295336,0.012586308349171248,0.00036790444934200404,0.0010842683145039847,False,False,True
m461,barn,19786,9953,-0.4982222318649292,0.5339598655700684,-0.48375970125198364,0.48255714774131775,-0.3726873993873596,0.38634034991264343,19786,0.0006049464543009659,0.0014887644215859281,0.007100945610289712,0.0003176547918503898,0.0002568391422764111,False,False,True
m462,barn,19335,9998,-0.5122584104537964,0.49061319231987,-0.33305132389068604,0.35572898387908936,-0.3503814935684204,0.2805585563182831,19335,0.0023035854093352583,0.008720374883390369,-0.005455326441857419,0.00011493842768115125,2.3188964067758742e-05,False,False,False
m1057,barren,16068,10000,-0.4886317551136017,0.45087873935699463,-0.4216786026954651,0.3957377076148987,-0.5569468140602112,0.2730420231819153,16068,-0.011275231696775283,-0.022270321710439564,-0.07533090066195011,1.819712503342354e-05,6.4989622969068466e-06,False,False,False
m1058,barren,18570,9999,-0.5471602082252502,0.561536431312561,-0.3428358733654022,0.38211727142333984,-0.3319079279899597,0.38695454597473145,18570,-0.0070759850535966565,-0.016998117371674903,-0.020745628862851008,1.432327616956224e-05,4.433307946214671e-06,False,False,False
m1059,barren,18597,9999,-0.4886731505393982,0.4316141903400421,-0.31568339467048645,0.3509485423564911,-0.30489373207092285,0.27205875515937805,18597,-0.054508452013899505,-0.03322363553094046,-0.030984685277433886,1.7589083019584114e-05,5.639439801497132e-06,False,False,False
m1060,barren,18475,9999,-0.29141712188720703,0.36315813660621643,-0.5246493220329285,0.40369755029678345,-0.22567318379878998,0.3377552628517151,18475,-0.0110800494743427,-0.061936432006141705,-0.0025632558929048832,2.2125005042685876e-05,7.62406606099044e-06,False,False,False
m1061,barren,18353,10000,-0.5177021026611328,0.585435152053833,-0.28647539019584656,0.44062647223472595,-0.5934541821479797,0.3929411470890045,18353,0.010146714441588664,-0.036772848242925406,-0.05717798470308231,3.685839228555722e-05,1.1745301652098613e-05,False,False,False
m1062,barren,20252,9997,-0.6170923113822937,0.5950345396995544,-0.46148359775543213,0.4503137171268463,-0.18244358897209167,0.26174598932266235,20252,-0.003710718346866141,-0.01688245831907209,-0.00501905680637799,1.2784582568880474e-05,4.066215839396285e-06,False,False,False
m1063,barren,19704,10000,-0.3576814532279968,0.5494648814201355,-0.28138652443885803,0.3177500069141388,-0.48660388588905334,0.4039389491081238,19704,-0.016017445735122142,-0.00296577479992056,-0.03778873687643441,1.1486924661622525e-05,5.655592499480786e-06,False,False,False
m1064,barren,12258,9353,-0.48836302757263184,0.3864818215370178,-0.2850363552570343,0.34165364503860474,-0.25845667719841003,0.28442373871803284,12258,-0.034044944069887256,0.0014795438699138695,0.011012288858127986,7.712836919569403e-06,5.4890535734823214e-06,True,False,False
m1065,barren,11817,10000,-0.29261836409568787,0.3434484899044037,-0.6085867285728455,0.2826656699180603,-0.2559523582458496,0.20325125753879547,11817,0.026853966571168807,-0.033040116394909724,-0.010535228349334635,1.2049455946795912e-05,4.7685515396935066e-06,True,False,False
m1066,barren,14875,10000,-0.44879698753356934,0.24493391811847687,-0.44254937767982483,0.2836087644100189,-0.15694470703601837,0.17780974507331848,14875,-0.0252135411296045,0.0029169720252507103,-0.01594627502777892,1.1569603724622202e-05,3.328481576259242e-06,False,False,False
m1067,barren,18989,10000,-0.45594146847724915,0.4575454294681549,-0.2973061501979828,0.36841094493865967,-0.2959815561771393,0.2809235453605652,18989,-0.025680754602802405,-0.016594089457564517,-0.02281173624731947,1.7168704517677065e-05,4.472055572662847e-06,False,False,False
m1068,barren,16837,10000,-0.4798400104045868,0.45669129490852356,-0.4102855920791626,0.4077954590320587,-0.5141885876655579,0.31428980827331543,16837,-0.004571724264441543,-0.010373409049272897,-0.03688458478095582,1.7598167278737767e-05,4.639302234416978e-06,False,False,False
m1069,barren,10811,10000,-0.4681011140346527,0.49056774377822876,-0.4546549618244171,0.4808911383152008,-0.6112467050552368,0.33223649859428406,10811,0.005818094246313978,-0.004133296101890244,-0.06277552828378873,1.663253809149526e-05,6.568174009310349e-06,True,False,False
m1070,barren,18527,10000,-0.523865282535553,0.4673095643520355,-0.1370254009962082,0.2681892514228821,-0.10568453371524811,0.1950012445449829,18527,-0.016587132921509616,0.008658511472107762,0.014039643616184216,8.237636302297e-06,2.4897400459927857e-06,False,False,False
m1071,barren,18980,9998,-0.5433188080787659,0.5639908909797668,-0.33140188455581665,0.39149484038352966,-0.3284420371055603,0.38883867859840393,18980,-0.004701286289688234,-0.007701437483640224,-0.01783246933818427,1.3992010899264797e-05,3.4800358739270116e-06,False,False,False
m1072,barren,18134,10000,-0.5686979293823242,0.42739206552505493,-0.21714740991592407,0.3058003783226013,-0.21151778101921082,0.281318336725235,18134,-0.016154055221672826,0.009818984772913198,0.004456655452365843,1.0034946700568996e-05,2.918708575839327e-06,False,False,False
m1073,barren,13283,10000,-0.4887089431285858,0.48121312260627747,-0.39717286825180054,0.3827235698699951,-0.33115869760513306,0.28455230593681335,13283,-0.038515711934985535,-0.002205435647344653,-0.01432717382522025,1.9374104478386518e-05,2.2958490242988463e-05,True,False,False
m1074,barren,14496,10000,-0.32484689354896545,0.39190658926963806,-0.4685423672199249,0.38526269793510437,-0.27252474427223206,0.2790284752845764,14496,-0.006206213218383638,-0.025843051813565006,0.004566652560190796,3.6419523581662216e-05,1.8801655892173505e-05,False,False,False
m1075,barren,19963,10000,-0.3282359838485718,0.7591333389282227,-0.319482684135437,0.3718557357788086,-0.2505597770214081,0.19265203177928925,19963,-0.02463855791392242,-0.002743684688661568,0.014210727038040069,2.646531783534983e-05,5.171793489364534e-05,False,False,False
m1076,barren,3830,9719,-0.4372071623802185,0.3591655194759369,-0.4243698716163635,0.24208448827266693,-0.20460975170135498,0.10861998796463013,3830,-0.15880976799506835,-0.09340323575157662,-0.020068391289350725,9.080236064606533e-06,6.0948522160936795e-06,True,False,False
m1077,barren,19532,9904,-0.5377527475357056,0.444841593503952,-0.3231102526187897,0.41003432869911194,-0.34069374203681946,0.3745670020580292,19532,-0.003912056816313916,0.010783301243507171,0.00041109635034626985,6.16241872134516e-05,2.088927692924823e-05,False,False,False
m1078,barren,18571,10000,-0.5222683548927307,0.4733075797557831,-0.14457230269908905,0.23417425155639648,-0.09783907979726791,0.1509971022605896,18571,-0.00836889817143346,0.013143734554430886,0.01584108739314644,2.3285861338549067e-05,6.48083211854395e-06,False,False,False
m944,bed,19695,10000,-0.5000340342521667,0.49999797344207764,-0.2270260900259018,0.253007173538208,-0.24329394102096558,0.22045136988162994,19695,-1.6457625349986463e-05,0.012963664052178081,-0.01431580177069888,0.00010061574705319047,2.1766883900846685e-05,False,False,False
m945,bed,19329,10000,-0.6220802068710327,0.5279655456542969,-0.39486947655677795,0.404495507478714,-0.379055380821228,0.42211052775382996,19329,-0.009793967386464585,0.005406230329835034,-0.017222671008491168,0.0002192807072713722,0.0010480133864039453,False,False,False
m946,bed,19136,10000,-0.4988076686859131,0.49896547198295593,-0.23323895037174225,0.25848519802093506,-0.24652670323848724,0.24528394639492035,19136,7.568091743461152e-05,0.012493607819299117,-0.016353212071744855,0.00010615850718019079,0.0001829968850511721,False,False,False
m947,bed,19488,9912,-0.4965564012527466,0.5200332403182983,-0.3574700951576233,0.37127557396888733,-0.214837908744812,0.2276473343372345,19488,-0.0032237792190979806,0.006693499193312756,-0.023898837972102387,8.777229042947454e-05,0.0001244279005959675,False,False,False
m948,bed,19805,9996,-0.4888894259929657,0.5948757529258728,-0.5657059550285339,0.6074227690696716,-0.3037026524543762,0.7650728225708008,19805,-0.00262762702095761,-0.00230678537292165,-0.016355552875166372,0.0002385273333384891,0.0006840492702875786,False,False,False
m949,bed,19925,9980,-0.5013760328292847,0.487617552280426,-0.2361118495464325,0.2615380883216858,-0.31807389855384827,0.6920643448829651,19925,0.0014135858471955713,0.012218812983968892,-0.01596062790477923,0.0002044251502410119,0.000222637926998392,False,False,False
m950,bed,19778,10000,-0.49772194027900696,0.5297483801841736,-0.2826387882232666,0.6801154017448425,-0.37910130620002747,0.3902076780796051,19778,-0.0009780262976369649,-0.018757569867710454,0.005580740806753111,0.00019911956351168113,0.00023805590677386453,False,False,False
m951,bed,19150,10000,-0.6266961693763733,0.4180542826652527,-0.4025658965110779,0.4125202000141144,-0.21396030485630035,0.3253346085548401,19150,0.004586178035981394,0.004459179870619172,0.011612899558599836,0.00016170167387999723,0.00025725948698272983,False,False,False
m5,bee,18681,9985,-0.39157092571258545,0.5961287617683411,-0.30603915452957153,0.3051961660385132,-0.17444106936454773,0.30316162109375,18681,-0.017365883705135345,0.009734951034548576,0.004775276854187412,5.935506825756199e-05,4.002178393494196e-05,False,False,False
m6,bee,19027,9997,-0.45301827788352966,0.5414713621139526,-0.22341832518577576,0.45197927951812744,-0.3283568024635315,0.342437207698822,19027,-0.009109899364577501,2.353480447767353e-06,0.008627103450705349,9.371426228477162e-05,3.6179985782490915e-05,False,False,False
m7,bee,19886,9986,-0.5416424870491028,0.47457364201545715,-0.27288520336151123,0.3013712167739868,-0.17761896550655365,0.3133133351802826,19886,-0.006178229745563552,0.010504296777406247,0.006586254363657864,5.509401818560674e-05,1.2838267893199587e-05,False,False,False
m8,bee,19307,10000,-0.4367344081401825,0.5205156803131104,-0.4185187518596649,0.37010857462882996,-0.22625403106212616,0.24575477838516235,19307,0.009321937697260894,0.0009522885581867254,0.01242370206219437,6.676335244781641e-05,2.002040429086438e-05,False,False,False
m774,bench,19920,10000,-0.4958462417125702,0.49778980016708374,-0.49727311730384827,0.5830644369125366,-0.21155785024166107,0.369791716337204,19920,-2.8886760791957815e-05,-0.003678025053615186,-0.014702924479213257,7.285490493836965e-05,2.4550666707588094e-05,False,False,False
m775,bench,19721,9949,-0.4998685419559479,0.49817439913749695,-0.3676443099975586,0.34958022832870483,-0.28257936239242554,0.22425362467765808,19721,-2.5385883990876977e-05,-0.0013151981474810804,-0.01861343942412033,8.066789569117943e-05,2.872578942111762e-05,False,False,False
m776,bench,19880,9943,-0.5004145503044128,0.49967342615127563,-0.20210784673690796,0.2637555003166199,-0.11008516699075699,0.14829058945178986,19880,-0.00012869808881241874,-0.012499169856706665,0.025339402277000468,3.2018271660417154e-05,1.9375871685722057e-05,False,False,False
m777,bench,19425,9970,-0.4940178692340851,0.5019859075546265,-0.17703987658023834,0.2507321834564209,-0.1713796854019165,0.11237610131502151,19425,0.0006943717940690637,-0.01433929037029191,-0.028647891215057193,3.1800043847440267e-05,1.2631530867956365e-05,False,False,False
m778,bench,20239,10000,-0.5,0.5,-0.4788118302822113,0.49167925119400024,-0.32738441228866577,0.2164175659418106,20239,-4.4583892129163475e-05,-0.012651984787106912,0.0024287468049722467,0.00016243276985624896,2.9016537347999746e-05,False,False,False
m779,bench,19948,10000,-0.5009905099868774,0.4994625449180603,-0.16101790964603424,0.2487950325012207,-0.06540929526090622,0.17978018522262573,19948,-9.825976546943564e-05,-0.00030339164251908836,0.024449183459840065,3.0699946355236124e-05,2.187922667548342e-05,False,False,False
m780,bench,19701,9952,-0.49747633934020996,0.5045363306999207,-0.5661593079566956,0.5190590023994446,-0.48633062839508057,0.38845643401145935,19701,1.3839178285488726e-05,0.003939540675274166,-0.008160055184677845,0.00013286057175797102,4.714042095210611e-05,False,False,False
m781,bench,19706,9961,-0.4971458911895752,0.5029157400131226,-0.4161572754383087,0.3314635753631592,-0.32828477025032043,0.27950847148895264,19706,0.00018924430723444964,-0.017266374413101953,0.004788199362013756,8.315868669628513e-05,2.895358921890337e-05,False,False,False
m782,bench,19390,10000,-0.5000253915786743,0.4999735355377197,-0.28651487827301025,0.2127460241317749,-0.1198025643825531,0.236922025680542,19390,5.8507494404352006e-05,-0.022521264355840558,0.0230488625684785,4.1634965068002917e-05,1.584995981385368e-05,False,False,False
m783,bench,20148,9999,-0.48330754041671753,0.4906880855560303,-0.21344579756259918,0.32408449053764343,-0.19331388175487518,0.13828317821025848,20148,0.004133466484781775,0.012006739781695135,0.0024145129885511027,4.9861973204517485e-05,1.3620720416353827e-05,False,False,False
m784,bench,19988,10000,-0.5,0.5,-0.18292465806007385,0.2370266169309616,-0.10207467526197433,0.12960371375083923,19988,-4.1385154347187406e-05,-0.002024157614625071,0.02661501463032676,8.235034644730145e-05,1.8408312754543655e-05,False,False,False
m1472,bicycle,19476,10000,-0.4563167989253998,0.5222448706626892,-0.3065890669822693,0.37890514731407166,-0.1919347494840622,0.210061714053154,19476,-0.0010226855049007056,0.008487116913145888,0.015009092486938378,2.0093543267973158e-05,5.226997526969792e-06,False,False,False
m1473,bicycle,20823,9832,-0.48648393154144287,0.5104245543479919,-0.2850235104560852,0.30036914348602295,-0.1324073076248169,0.17158858478069305,20823,-0.00016229766112910423,0.00570469288816618,0.017036654743365357,2.2372893159652305e-05,1.9223495189760926e-05,False,False,False
m1474,bicycle,18826,10000,-0.525780200958252,0.45517241954803467,-0.33983108401298523,0.3652118444442749,-0.0889754369854927,0.12777215242385864,18826,0.0018604521319512278,0.011769967129529813,0.019588232390963974,1.969905572902197e-05,1.5460102671930288e-05,False,False,False
m1475,bicycle,19610,9996,-0.42691996693611145,0.5160723924636841,-0.33104538917541504,0.3562648296356201,-0.09817150980234146,0.12001525610685349,19610,0.006479630371647368,0.014264813494628567,0.02031019741156952,3.805432895100728e-05,5.619042386017099e-05,False,False,False
m1476,bicycle,20033,9997,-0.49801480770111084,0.4990162253379822,-0.3066804111003876,0.331195205450058,-0.12624162435531616,0.16306164860725403,20033,-0.0024300388527275247,-0.01196718075664699,0.017767867921303724,2.2560015581831958e-05,5.6966637831795825e-06,False,False,False
m1477,bicycle,18366,9997,-0.5032997727394104,0.42467421293258667,-0.4139109253883362,0.3271600604057312,-0.18776960670948029,0.18149334192276,18366,0.0036801226947283743,-0.008757851118424588,0.017703678591192307,3.099025057088687e-05,1.547401813646881e-05,False,False,False
m1478,bicycle,18316,9801,-0.48627346754074097,0.5057412385940552,-0.3697502315044403,0.3084321916103363,-0.08859823644161224,0.11643705517053604,18316,-0.0053576513565306684,0.006578146398673912,0.020442830447709538,2.617908923641079e-05,1.3879567198239857e-05,False,False,False
m1682,billboard,13257,6736,-0.5098592638969421,0.5027633905410767,-0.5833204984664917,0.3057403862476349,-0.1285734623670578,0.09461607038974762,13257,-0.002639721712267169,-0.0034493050308712584,-0.016499224027672055,0.0002230895929789136,0.001080763988914248,True,True,False
m1683,billboard,17622,8931,-0.4936205744743347,0.5022531747817993,-0.41345536708831787,0.5237108469009399,-0.2807933986186981,0.1686193197965622,17622,-0.0007861123887402499,-0.015215641300240362,-0.020030123693751133,0.0001395723652393422,0.0008284518834186537,False,False,False
m1684,billboard,19969,9991,-0.5202323794364929,0.5122029781341553,-0.3465806245803833,0.6666314601898193,-0.030671952292323112,0.06158287450671196,19969,-0.0005191292020789206,-0.009894344717792656,0.023881493940626747,7.331258026462883e-05,1.6727755701481566e-05,False,False,False
m1685,billboard,19758,9999,-0.42187076807022095,0.42725878953933716,-0.32993829250335693,0.6828072667121887,-0.16872932016849518,0.2053597867488861,19758,0.006304526361186358,-0.014387147699827846,0.01695319949882237,0.00011792803357670955,0.0001689861761251244,False,False,False
m1118,biplane,19195,9999,-0.4980746805667877,0.4993343651294708,-0.278563529253006,0.2597268223762512,-0.07803209871053696,0.1695748120546341,19195,-0.0002912540293429808,-0.013223287564636617,0.019104451926690687,4.130715466742094e-05,1.698644457656092e-05,False,False,False
m1119,biplane,19482,9999,-0.4948672354221344,0.4975960850715637,-0.5574222803115845,0.27540937066078186,-0.12771469354629517,0.21415206789970398,19482,0.0003199835096617443,0.0133684252920427,0.01138739348666015,6.178094671185619e-05,1.8966654654867718e-05,False,False,False
m1120,biplane,17685,9998,-0.35463669896125793,0.5460377931594849,-0.4963306486606598,0.5120532512664795,-0.15564675629138947,0.16293379664421082,17685,-0.010143694082615173,0.0018568067842702981,0.01595240490222925,9.239608856450846e-05,0.0005844975465934407,False,False,False
m1121,biplane,19762,9993,-0.2832820415496826,0.5200946927070618,-0.49534571170806885,0.4980263411998749,-0.142341747879982,0.17825008928775787,19762,-0.008912767071795497,0.0003871723604158216,-0.021325014479208,4.2976390443608085e-05,8.319004939197825e-06,False,False,False
m1122,biplane,17656,10000,-0.5703594088554382,0.38516929745674133,-0.5013094544410706,0.5061198472976685,-0.16118992865085602,0.14419594407081604,17656,-0.0032769911212756535,0.0019593914220878113,-0.020663847565022087,7.596085971727306e-05,0.00015570402501894704,False,False,False
m1123,biplane,19444,9996,-0.3869065046310425,0.32003656029701233,-0.5000763535499573,0.5001066327095032,-0.09455655515193939,0.18898704648017883,19444,0.011286943211713729,2.5616783036007278e-05,0.013128141030898426,6.2234898236065e-05,2.2474093912001624e-05,False,False,False
m1124,biplane,19187,9995,-0.2467140406370163,0.3833579421043396,-0.49986305832862854,0.5017832517623901,-0.05662461742758751,0.15914088487625122,19187,-0.014425767446101854,0.00016630662479653955,0.0174781436300616,4.279694261114515e-05,1.5395605700580543e-05,False,False,False
m1125,biplane,19445,9993,-0.5000507235527039,0.500188410282135,-0.3019299805164337,0.5126132965087891,-0.1269676238298416,0.1362696886062622,19445,-4.302657224483566e-05,-0.011641207677217259,0.01952393065583184,6.50323356647386e-05,1.921916190986006e-05,False,False,False
m1126,biplane,19639,10000,-0.36877456307411194,0.4250495433807373,-0.5000236630439758,0.5000430941581726,-0.10881002992391586,0.11789707839488983,19639,-0.007421884380461076,3.9241920679632765e-05,0.02030860933298464,5.561926537514482e-05,1.3390677362552828e-05,False,False,False
m1127,biplane,19517,9988,-0.2531973719596863,0.5670938491821289,-0.5000052452087402,0.5000014305114746,-0.0817355364561081,0.12327056378126144,19517,-0.015407355130376159,4.35475328718874e-06,0.02035712660267786,4.874051061494411e-05,1.3020494384437848e-05,False,False,False
m1128,biplane,19422,9994,-0.47609686851501465,0.5131033062934875,-0.49564093351364136,0.49608010053634644,-0.11744564771652222,0.10604547709226608,19422,0.001348237266889315,0.0001820083463485124,0.020853003406039614,5.7894841752184216e-05,1.438158951417041e-05,False,False,False
m1129,biplane,19445,9976,-0.24705561995506287,0.467670202255249,-0.49985894560813904,0.5008751749992371,-0.0887049064040184,0.1981300562620163,19445,0.001765183615738475,-0.000369839949148795,0.013700356901159916,4.6865963846972944e-05,4.463583712585622e-05,False,False,False
m1130,biplane,19788,9939,-0.5002574324607849,0.49991142749786377,-0.27294135093688965,0.5172203779220581,-0.1949000507593155,0.3063332736492157,19788,8.79267292687102e-05,-0.00031131697735934776,0.007949754309909391,7.81181514228101e-05,5.609189900339376e-05,False,False,False
m1131,biplane,19639,10000,-0.2977365553379059,0.4194600284099579,-0.5001038312911987,0.5001413822174072,-0.10828927159309387,0.10490724444389343,19639,-0.01171486411547626,-3.836433952467427e-06,0.02182977261595407,4.733817910602409e-05,1.1259044010486556e-05,False,False,False
m1132,biplane,19337,9992,-0.34804803133010864,0.38476473093032837,-0.5000041127204895,0.5000082850456238,-0.06199727579951286,0.13216684758663177,19337,-0.006660685195411979,3.605315206896049e-05,0.01900253846650788,4.409061959466768e-05,1.2770774954297209e-05,False,False,False
m1133,biplane,19645,9998,-0.2929189205169678,0.4888695180416107,-0.4999968111515045,0.5000206828117371,-0.10450325161218643,0.1884409636259079,19645,-0.011379957276845088,-5.579722171100937e-05,0.014966559525132688,4.719081259939044e-05,1.2606896675705885e-05,False,False,False
m1134,biplane,19491,9999,-0.5000098943710327,0.5000095963478088,-0.3031047284603119,0.24088749289512634,-0.06839366257190704,0.07415027171373367,19491,-2.685777148319259e-05,0.015578607438412414,0.02162491267571958,2.942149591275684e-05,8.829995963186297e-06,False,False,False
m1135,biplane,19467,9998,-0.5000191926956177,0.5000196695327759,-0.2796838581562042,0.26350221037864685,-0.05891216918826103,0.10467512905597687,19467,4.3513321683700986e-05,-0.016982612623231155,0.020239891908107533,4.324581909938068e-05,1.3165958290297172e-05,False,False,False
m1136,biplane,19620,9996,-0.33967357873916626,0.21781332790851593,-0.49997222423553467,0.500009298324585,-0.0952078178524971,0.12229631096124649,19620,0.014444485311202496,8.668361868702567e-05,0.019710771959843793,2.0595015067524185e-05,6.064755338294559e-06,False,False,False
m1137,biplane,19142,9999,-0.49912309646606445,0.5012633204460144,-0.2721582055091858,0.18996202945709229,-0.054778795689344406,0.10359267145395279,19142,-5.3178439660971534e-05,0.017445626837966268,0.019744534934098956,3.52219465667114e-05,1.2014194551629151e-05,False,False,False
m1138,biplane,19197,9995,-0.4910079836845398,0.4848964810371399,-0.4660358726978302,0.4926299750804901,-0.20178109407424927,0.1672469824552536,19197,0.006030248377548775,0.012028617557628286,0.005022436342789694,7.63154127478772e-05,3.1767218974195685e-05,False,False,False
m1139,biplane,17318,9952,-0.49997949600219727,0.5000407695770264,-0.31635528802871704,0.3487062156200409,-0.09237457066774368,0.1713915318250656,17318,-0.00016227300320716822,0.008827036380276394,0.014150899718535675,5.5880833620557925e-05,0.00012877069635091834,False,False,False
