,label,x,y,lbl_id
m1129,winged_vehicle,13.031362,2.6891992,52
m1130,winged_vehicle,24.835144,-17.436043,52
m1131,winged_vehicle,19.267109,1.6942049,52
m1132,winged_vehicle,20.293417,5.71127,52
m1133,winged_vehicle,26.182123,-9.864439,52
m1134,winged_vehicle,15.412169,3.3931425,52
m1135,winged_vehicle,20.615734,4.775572,52
m1136,winged_vehicle,8.729901,7.8071113,52
m1137,winged_vehicle,21.67791,6.867366,52
m1138,winged_vehicle,20.69456,8.448256,52
m1139,winged_vehicle,24.04456,8.189482,52
m1140,winged_vehicle,15.239865,5.9991436,52
m1141,winged_vehicle,21.983171,7.9168134,52
m1142,winged_vehicle,17.317707,4.23513,52
m1143,winged_vehicle,8.511358,6.117398,52
m1144,winged_vehicle,22.439495,-6.0602894,52
m1145,winged_vehicle,22.3637,5.9943323,52
m1789,handheld,20.441874,7.829601,20
m1790,handheld,22.698969,9.192401,20
m1791,handheld,22.660782,-7.294747,20
m1792,handheld,23.092741,-15.756583,20
m482,liquid_container,22.484522,-20.101284,27
m483,liquid_container,19.550413,6.290425,27
m484,liquid_container,18.797121,8.198413,27
m485,liquid_container,-31.300488,26.702934,27
m486,liquid_container,20.655685,11.085304,27
m487,liquid_container,-27.646418,24.966778,27
m488,liquid_container,12.298645,7.2459083,27
m489,liquid_container,-26.530922,25.584705,27
m490,liquid_container,5.6471305,13.974049,27
m491,liquid_container,-19.767214,29.606468,27
m492,liquid_container,-13.164404,11.47053,27
m493,liquid_container,17.370333,6.749262,27
m283,head,-25.930273,21.093996,22
m284,head,-28.507519,32.09111,22
m285,head,-24.85289,25.054274,22
m286,head,-28.846489,24.272535,22
m287,head,-25.476683,26.062996,22
m288,head,-27.778116,31.003399,22
m289,head,16.40341,1.1395417,22
m1779,bridge,-29.590998,30.190039,4
m1780,bridge,-29.648409,29.43704,4
m1781,bridge,-3.3242383,8.3585005,4
m1782,bridge,-20.153322,-6.883077,4
m1783,bridge,-20.738653,28.387571,4
m1784,bridge,-31.113796,25.368946,4
m962,plant,-20.70164,12.986667,31
m963,plant,-25.390207,17.603048,31
m964,plant,-29.229336,31.491327,31
m965,plant,-20.757307,8.183136,31
m966,plant,-26.641327,19.691763,31
m1785,bridge,-28.225624,28.229702,4
m1786,bridge,-16.329273,25.79117,4
m1787,bridge,-24.728796,24.022182,4
m1788,bridge,12.318369,13.355168,4
m961,plant,5.18238,15.384035,31
m967,plant,-24.262686,22.463495,31
m968,plant,-24.12992,20.067627,31
m969,plant,-16.274025,26.106304,31
m725,blade,-19.3227,28.74759,3
m726,blade,-24.302155,26.702232,3
m13,arthropod,-28.870533,1.8732681,0
m14,arthropod,-29.987415,26.450869,0
m15,arthropod,-19.81639,27.974503,0
m9,arthropod,-28.95085,27.092245,0
m952,cabinet,13.582114,12.918278,6
m727,blade,-21.508217,21.293262,3
m728,blade,-25.338743,17.165737,3
m10,arthropod,-17.76988,27.169193,0
m11,arthropod,-22.03566,22.978342,0
m12,arthropod,8.06328,16.168343,0
m953,cabinet,-25.668259,13.264942,6
m954,cabinet,-27.059633,28.905527,6
m955,cabinet,-29.658802,3.8981986,6
m956,cabinet,25.451397,-5.965473,6
m957,cabinet,-21.355341,20.650808,6
m384,building,-24.464539,18.229782,5
m385,building,-27.333807,-19.052252,5
m386,building,-28.575289,29.756424,5
m387,building,-27.225605,26.507109,5
m388,building,-30.917355,27.508348,5
m958,cabinet,-17.065449,13.504509,6
m959,cabinet,-16.052813,23.158596,6
m960,cabinet,-33.930668,-1.5436065,6
m382,building,-32.830093,6.718177,5
m383,building,32.736042,7.298069,5
m1598,chess_piece,14.323197,-8.058173,8
m1599,chess_piece,33.45199,8.265804,8
m1600,chess_piece,-28.001978,12.187381,8
m1601,chess_piece,39.189198,3.6356337,8
m1602,chess_piece,-17.213406,-21.478962,8
m1603,chess_piece,44.010334,11.097358,8
m1604,chess_piece,41.93971,8.558968,8
m1605,chess_piece,40.2672,4.6130214,8
m1606,chess_piece,21.179209,-0.15526757,8
m1607,chess_piece,31.824533,8.866793,8
m1608,chess_piece,29.426441,9.970226,8
m1609,chess_piece,-18.60864,-3.2417333,8
m1610,chess_piece,-18.149553,-13.250888,8
m1611,chess_piece,17.53522,4.210392,8
m1612,chess_piece,44.727715,13.951595,8
m1613,chess_piece,-42.927975,-8.944822,8
m1614,chess_piece,-23.080334,-6.582731,8
m1589,handheld,46.129814,8.326391,20
m1590,handheld,46.136906,9.051258,20
m1591,handheld,23.082632,11.344498,20
m1592,handheld,37.007305,3.6022189,20
m1593,handheld,19.75416,-10.185641,20
m1594,handheld,30.740429,-19.06823,20
m1595,handheld,-22.449781,-14.261812,20
m1596,handheld,34.805504,-11.451184,20
m1649,city,-0.9382663,-33.89606,10
m1650,city,28.12182,8.861828,10
m1651,city,-27.569098,-5.635638,10
m1652,city,29.087505,11.0059,10
m1653,city,32.24722,9.483631,10
m1597,handheld,33.183968,7.0847344,20
m1698,chest,20.915358,-10.2592,9
m1699,chest,-28.722416,11.703033,9
m1700,chest,-31.868166,-10.502897,9
m1701,chest,34.01387,-4.9172587,9
m391,building,29.084665,-18.497578,5
m392,building,40.2934,2.6473806,5
m1646,city,37.129795,2.725556,10
m1647,city,-18.481527,-10.779149,10
m1648,city,36.47321,5.670032,10
m1702,chest,30.336044,8.68088,9
m1703,chest,34.67735,-5.1653647,9
m1704,chest,33.52581,-5.4777775,9
m389,building,12.272401,-5.6404138,5
m390,building,26.980967,11.926483,5
m1654,city,28.149496,-19.432129,10
m1655,city,35.659477,3.2531362,10
m1656,city,19.808573,-12.748739,10
m1657,city,36.704796,-4.3737826,10
m1658,city,39.730698,3.974812,10
m1659,city,-1.8818421,-34.20465,10
m1660,city,29.519941,11.83435,10
m1661,city,37.418148,4.6736875,10
m1662,city,-30.951202,-4.0387764,10
m1663,city,39.411873,5.461331,10
m1664,city,-28.138245,11.329742,10
m1665,city,4.870545,4.838655,10
m1146,winged_vehicle,8.211042,26.108585,52
m1147,winged_vehicle,-9.739032,21.793911,52
m1148,winged_vehicle,18.482397,14.753931,52
m1149,winged_vehicle,-3.6380355,1.1240467,52
m1150,winged_vehicle,7.4469967,16.97471,52
m1151,winged_vehicle,-3.8775797,0.39247254,52
m1152,winged_vehicle,4.058571,4.274402,52
m1153,winged_vehicle,4.6912713,-0.984248,52
m1154,winged_vehicle,10.068817,2.1826527,52
m1155,winged_vehicle,5.303573,-23.70555,52
m1156,winged_vehicle,17.735638,14.192154,52
m1157,winged_vehicle,14.906128,13.683773,52
m1158,winged_vehicle,-5.5986257,13.998795,52
m560,display_device,6.174221,22.741186,12
m1079,plant,4.7830443,1.5655167,31
m1080,plant,7.885478,1.6638228,31
m1081,plant,9.775871,-0.72070754,31
m1082,plant,-30.196857,-16.118425,31
m1159,winged_vehicle,-23.893625,-19.761904,52
m1160,winged_vehicle,7.216486,24.981352,52
m1161,winged_vehicle,-10.559705,17.272528,52
m1162,winged_vehicle,9.165048,15.988867,52
m1163,winged_vehicle,-2.8264906,15.602234,52
m1083,plant,-6.4632287,11.102735,31
m1084,plant,-9.862805,16.822474,31
m1085,plant,5.1767497,10.741493,31
m1086,plant,15.298755,14.63471,31
m1087,plant,-6.1339326,10.91931,31
m1164,winged_vehicle,7.9528613,3.286106,52
m1165,winged_vehicle,46.990543,9.804988,52
m1166,winged_vehicle,-4.2826753,2.946177,52
m548,display_device,-8.773953,16.893148,12
m549,display_device,11.679772,2.9421566,12
m555,display_device,5.313093,10.377631,12
m556,display_device,-7.431855,13.766955,12
m557,display_device,43.776066,15.503589,12
m558,display_device,3.589222,22.022392,12
m559,display_device,-7.480645,17.12515,12
m550,display_device,9.372164,2.623096,12
m551,display_device,-2.8327916,14.823752,12
m552,display_device,-7.943444,22.354088,12
m553,display_device,12.267301,10.407033,12
m554,display_device,6.9555106,22.99951,12
m1088,plant,15.951702,16.300005,31
m829,seat,-3.1531603,14.138483,35
m830,seat,-5.7088575,3.083525,35
m831,seat,7.577101,0.9528387,35
m832,seat,6.658727,-5.1960826,35
m833,seat,1.2381037,1.0686282,35
m834,seat,43.577694,16.255312,35
m835,seat,-8.25886,14.257454,35
m836,seat,17.250965,12.458348,35
m837,seat,-7.7616835,15.477923,35
m843,seat,-25.125805,20.11055,35
m1565,car,-6.950732,7.179539,7
m1566,car,6.780909,25.853634,7
m1567,car,-2.0073378,12.469841,7
m1568,car,-10.7005415,14.231126,7
m838,seat,-27.25048,-13.954118,35
m839,seat,11.46319,5.3455114,35
m840,seat,-16.659071,4.265807,35
m841,seat,-24.752693,-23.471884,35
m842,seat,-16.686665,20.647448,35
m1569,car,-17.914972,-19.487192,7
m1768,display_device,-23.490013,-11.144003,12
m1769,display_device,-14.200485,8.189693,12
m1770,display_device,-37.01229,-6.030349,12
m1771,display_device,16.371729,8.227195,12
m1772,display_device,28.355373,-15.681797,12
m1773,display_device,-15.943908,3.5057745,12
m1774,display_device,-39.299168,-14.907652,12
m1775,display_device,-37.260666,-7.343825,12
m1776,display_device,20.857029,9.611423,12
m1777,display_device,-37.80287,-2.8506405,12
m1778,display_device,-30.594257,-12.692792,12
m792,seat,-2.361155,2.999835,35
m793,seat,-31.707005,-4.990151,35
m794,seat,10.512532,0.7117864,35
m800,seat,-37.49594,-9.637867,35
m801,seat,-43.089645,-5.1925116,35
m802,seat,2.0209255,31.358994,35
m803,seat,11.967686,0.29973185,35
m804,seat,-44.073635,-7.132177,35
m795,seat,-0.27267227,11.125257,35
m796,seat,-4.9027643,21.779804,35
m797,seat,17.431702,-12.902722,35
m798,seat,-32.495068,-0.6783221,35
m799,seat,-38.851818,-9.553625,35
m805,seat,-37.674957,-8.166678,35
m806,seat,24.682495,-24.228823,35
m603,lamp,-20.128727,3.3207715,26
m604,lamp,19.196638,-4.279915,26
m605,lamp,-38.657227,-1.4951035,26
m606,lamp,-25.116264,-17.965172,26
m607,lamp,-33.328693,-22.631727,26
m608,lamp,-18.482624,-17.878508,26
m609,lamp,-23.572262,-17.432468,26
m610,lamp,-22.77521,-23.972488,26
m611,lamp,-23.029467,-8.547885,26
m612,lamp,-21.684467,14.3543005,26
m613,lamp,10.641748,-7.0008307,26
m614,lamp,-30.800436,-13.320761,26
m615,lamp,23.0522,-9.169395,26
m616,lamp,-34.10504,-11.41741,26
m767,seat,12.377472,15.4887495,35
m768,seat,2.329244,16.72649,35
m769,seat,-5.838512,22.264751,35
m770,seat,-16.858662,-17.355711,35
m771,seat,-16.559614,11.671098,35
m772,seat,-13.831357,6.686132,35
m773,seat,-35.43543,-9.291436,35
m807,seat,19.284561,19.251173,35
m808,seat,-35.82404,-7.5872965,35
m809,seat,-32.79874,2.592324,35
m810,seat,-36.290924,-8.431978,35
m811,seat,9.331659,12.012303,35
m812,seat,13.2919235,10.758449,35
m813,seat,5.4194818,-4.233025,35
m814,seat,-3.907152,-11.788255,35
m815,seat,0.6513492,-6.717782,35
m816,seat,-5.646061,-4.838149,35
m817,seat,1.099878,-9.474922,35
m818,seat,1.4327805,-11.980277,35
m819,seat,-30.687296,-22.64041,35
m820,seat,-4.09058,-7.61096,35
m821,seat,31.104774,-5.576539,35
m822,seat,-18.04021,8.1294985,35
m823,seat,-1.6877042,-11.183186,35
m824,seat,-22.890257,-11.959095,35
m825,seat,-16.1311,14.522159,35
m826,seat,9.350634,-7.328591,35
m827,seat,-0.42827752,-8.587945,35
m828,seat,5.345855,-4.203657,35
m1346,balloon_vehicle,-4.0256734,-6.6072154,1
m1347,balloon_vehicle,1.5177033,-12.492475,1
m1348,balloon_vehicle,-8.733379,-10.269358,1
m1349,balloon_vehicle,-5.15465,-12.439918,1
m1350,balloon_vehicle,-4.576236,-6.0855494,1
m1351,balloon_vehicle,-19.075996,11.522137,1
m1352,balloon_vehicle,-6.597273,-14.402647,1
m86,quadruped,-27.127024,5.104762,32
m87,quadruped,-38.702435,-4.7482934,32
m88,quadruped,1.2461216,-13.893354,32
m89,quadruped,-1.074567,-9.122937,32
m90,quadruped,-6.972819,-10.784674,32
m91,quadruped,-12.439049,-12.333691,32
m92,quadruped,-18.486496,10.1082,32
m70,underwater_creature,-7.3053493,-10.072245,50
m399,building,-14.157795,12.990935,5
m400,building,-17.486975,7.6276445,5
m401,building,5.8869214,-23.532448,5
m402,building,8.529767,-6.9639344,5
m403,building,-0.30310863,-5.3528256,5
m71,underwater_creature,-3.2769043,-5.7261257,50
m72,underwater_creature,-3.3165624,-13.726832,50
m73,underwater_creature,-2.8187127,-11.615947,50
m74,underwater_creature,-17.727945,15.5065,50
m398,building,-20.576538,0.2823875,5
m409,building,-12.57434,-14.34071,5
m410,building,8.307222,-7.9345665,5
m1705,door,0.4777299,12.501304,13
m1706,door,-14.063864,12.748169,13
m1707,door,-6.457509,-8.780361,13
m404,building,23.132607,-18.508282,5
m405,building,-30.70882,-22.446228,5
m406,building,6.849294,-6.018724,5
m407,building,-4.1390576,-9.414946,5
m408,building,-15.5551195,9.851949,5
m1713,door,-6.485094,-13.735765,13
m1714,door,-26.512974,6.1403456,13
m1715,door,-14.217403,8.810618,13
m1716,door,-3.516628,-12.203817,13
m1717,door,7.0233073,-16.318197,13
m1708,door,-22.050604,-1.2187048,13
m1709,door,7.6022434,-9.079029,13
m1710,door,42.47625,15.916989,13
m1711,door,3.8541896,-30.852879,13
m1712,door,-25.3457,-23.047155,13
m1718,door,-4.142397,-23.618347,13
m1719,door,-5.8040094,-21.286266,13
m1720,door,-21.130478,8.025424,13
m1721,door,-16.03164,-3.8706598,13
m1722,door,-0.15680744,-23.257694,13
m1723,door,-1.2483612,6.4477525,13
m1724,door,-35.035057,-12.568351,13
m1725,door,6.1973724,3.4612556,13
m1726,door,1.63202,-32.68047,13
m1727,door,-2.5007899,-30.697409,13
m1625,dragon,1.6853356,-26.094442,14
m48,flying_creature,-23.932314,-10.727731,16
m49,flying_creature,1.9528564,-26.636524,16
m50,flying_creature,-15.643266,-8.248294,16
m51,flying_creature,-44.602215,-6.801889,16
m1728,door,-34.707806,-12.144981,13
m1729,door,-3.2410438,-26.064543,13
m1730,door,35.56393,-10.45118,13
m1731,door,-18.770454,-17.062939,13
m1732,door,-1.4272861,-31.487064,13
m1620,dragon,-38.30595,-3.8074384,14
m1621,dragon,-8.128016,-23.45488,14
m1622,dragon,-14.840828,-4.697037,14
m1623,dragon,-40.76326,-7.419654,14
m1624,dragon,-32.9591,2.9458506,14
m634,musical_instrument,-7.4674907,-20.56432,30
m635,musical_instrument,-31.82462,-2.965337,30
m636,musical_instrument,-12.6470995,1.5641054,30
m637,musical_instrument,-1.8984684,-23.955841,30
m1353,winged_vehicle,-42.064323,-6.7398696,52
m52,flying_creature,-17.108356,-7.659445,16
m625,musical_instrument,-19.45793,15.388152,30
m626,musical_instrument,-3.4083903,-29.854311,30
m627,musical_instrument,13.37162,20.726461,30
m628,musical_instrument,-5.0773854,-32.225464,30
m629,musical_instrument,-22.45164,-10.798315,30
m630,musical_instrument,-41.979607,-7.541386,30
m631,musical_instrument,-7.361265,-32.748043,30
m632,musical_instrument,-15.139284,6.0886407,30
m633,musical_instrument,36.05634,-10.384022,30
m1354,winged_vehicle,-39.72169,-4.478665,52
m1355,winged_vehicle,-16.728064,-3.4109256,52
m1356,winged_vehicle,-15.780306,-0.42062214,52
m1357,winged_vehicle,-20.486372,12.026752,52
m1358,winged_vehicle,-18.190245,18.664845,52
m1359,winged_vehicle,-20.668213,18.594093,52
m1360,winged_vehicle,-2.793367,-24.439024,52
m1361,winged_vehicle,-7.4309335,-23.004637,52
m1362,winged_vehicle,3.8310227,-24.548744,52
m1363,winged_vehicle,-35.172325,-19.001637,52
m1374,winged_vehicle,-6.97272,-32.643547,52
m580,handheld,-38.683193,-14.408354,20
m581,handheld,13.374993,20.71941,20
m582,handheld,-0.8886601,-23.739117,20
m583,handheld,1.7090863,-20.009645,20
m1364,winged_vehicle,-24.586721,-2.6120038,52
m1365,winged_vehicle,-26.475145,-16.702982,52
m1366,winged_vehicle,-27.216599,-8.246849,52
m1367,winged_vehicle,-22.405308,4.0793324,52
m1368,winged_vehicle,-30.69405,-18.445347,52
m1369,winged_vehicle,-28.288254,3.1704903,52
m1370,winged_vehicle,-18.750721,1.7638848,52
m1371,winged_vehicle,-7.963639,-21.244013,52
m1372,winged_vehicle,-11.588287,19.745712,52
m1373,winged_vehicle,5.0098734,-0.33487272,52
m584,handheld,-27.850834,-6.9283013,20
m585,handheld,-33.67214,-16.406015,20
m586,handheld,-25.235641,-0.51479,20
m1298,winged_vehicle,-31.414385,-7.272167,52
m1299,winged_vehicle,-29.45187,-9.816973,52
m1300,winged_vehicle,-4.330499,5.4587283,52
m1301,winged_vehicle,1.61462,2.3873224,52
m290,head,-28.756903,-7.672906,22
m291,head,-33.33181,-15.796659,22
m292,head,-28.275026,-16.41107,22
m298,head,-29.863644,-17.84832,22
m299,head,-21.724808,1.7027127,22
m300,head,-9.000961,12.481902,22
m301,head,-17.799442,-0.37090862,22
m302,head,-31.331581,-19.484253,22
m293,head,5.3563924,16.385021,22
m294,head,-24.484892,-1.0789615,22
m295,head,2.8740103,28.310534,22
m296,head,37.878765,6.9255376,22
m297,head,3.0776544,3.4629135,22
m303,head,8.817621,-3.01769,22
m304,head,2.8628056,28.637848,22
m305,head,-28.756636,-6.604986,22
m306,head,-23.96187,3.3470387,22
m307,head,-32.99937,-17.139414,22
m308,head,16.301811,10.379657,22
m309,head,-25.245415,1.2416179,22
m310,head,-14.638275,15.855122,22
m311,head,-6.356042,-20.768097,22
m312,head,-21.744905,3.9530113,22
m313,head,0.7448429,-2.575571,22
m314,head,-0.516393,6.2263327,22
m315,head,-30.139172,-1.5945171,22
m316,head,-28.183123,-1.3858396,22
m317,head,6.4316645,22.083858,22
m318,head,-30.984728,-9.911445,22
m319,head,-32.944153,-18.407946,22
m320,head,1.6172851,2.8912551,22
m321,head,-23.054298,0.043939978,22
m322,head,38.90826,0.43971238,22
m93,quadruped,-22.44925,3.2572248,32
m95,quadruped,-20.803732,2.3934917,32
m96,quadruped,8.96291,13.675373,32
m97,quadruped,-26.394228,1.7506833,32
m98,quadruped,-22.870047,1.4729195,32
m1167,winged_vehicle,-26.735971,-6.5985775,52
m1168,winged_vehicle,9.216548,-3.7234597,52
m1169,winged_vehicle,-28.31569,-18.506718,52
m1170,winged_vehicle,2.5494945,-2.310081,52
m1171,winged_vehicle,-17.01014,5.627033,52
m1172,winged_vehicle,-29.433493,-1.1143159,52
m1173,winged_vehicle,6.6259637,-16.547424,52
m1174,winged_vehicle,4.323564,25.621614,52
m1175,winged_vehicle,24.006582,4.5354247,52
m1176,winged_vehicle,30.453688,11.881192,52
m1182,winged_vehicle,44.391365,14.712352,52
m1183,winged_vehicle,-9.18646,-6.349938,52
m1184,winged_vehicle,46.39007,11.147984,52
m1185,winged_vehicle,0.44266173,-33.560387,52
m1186,winged_vehicle,3.6060722,-5.7819996,52
m1177,winged_vehicle,44.866997,11.201952,52
m1178,winged_vehicle,41.08353,8.139104,52
m1179,winged_vehicle,-14.2786455,-6.0488105,52
m1180,winged_vehicle,45.20856,11.924782,52
m1181,winged_vehicle,22.067116,13.85066,52
m1187,winged_vehicle,-12.278251,2.2332044,52
m1188,winged_vehicle,3.3318465,30.837109,52
m1189,winged_vehicle,1.795783,27.490578,52
m1190,winged_vehicle,0.9343228,-35.295254,52
m1191,winged_vehicle,23.58704,-0.76520556,52
m1192,winged_vehicle,-18.59451,-12.4537735,52
m1193,winged_vehicle,-10.500512,-0.61868966,52
m1194,winged_vehicle,-16.075848,-6.550562,52
m1195,winged_vehicle,-4.713117,6.850901,52
m1196,winged_vehicle,1.2768418,10.180534,52
m1197,winged_vehicle,24.06778,0.9158963,52
m1198,winged_vehicle,25.505667,-0.27813026,52
m1199,winged_vehicle,-10.501733,0.23694341,52
m1200,winged_vehicle,44.057606,12.200103,52
m1201,winged_vehicle,3.1810317,-12.9993,52
m1202,winged_vehicle,23.055485,14.576625,52
m1203,winged_vehicle,0.77488786,-15.462512,52
m1204,winged_vehicle,-12.875373,-6.2928133,52
m1205,winged_vehicle,4.9283113,30.524027,52
m1206,winged_vehicle,-10.228638,0.744102,52
m1207,winged_vehicle,8.337875,11.838811,52
m1208,winged_vehicle,-0.745805,-32.381775,52
m1209,winged_vehicle,-0.563114,-31.30613,52
m1210,winged_vehicle,26.466518,-0.7827664,52
m1211,winged_vehicle,-13.590871,-9.635097,52
m1212,winged_vehicle,-14.230709,-6.8988667,52
m1213,winged_vehicle,-27.726332,7.2657766,52
m1214,winged_vehicle,-19.478811,-10.107382,52
m1215,winged_vehicle,-14.795457,-9.655791,52
m1216,winged_vehicle,2.8631222,-8.764838,52
m1222,winged_vehicle,27.609177,-1.3076038,52
m1223,winged_vehicle,-11.699328,-12.242635,52
m1224,winged_vehicle,4.843424,-8.991323,52
m1225,winged_vehicle,43.47947,9.987598,52
m1226,winged_vehicle,5.7583923,26.867115,52
m1217,winged_vehicle,-13.096143,-7.257014,52
m1218,winged_vehicle,46.44117,11.927225,52
m1219,winged_vehicle,3.1461856,-6.9643073,52
m1220,winged_vehicle,5.5094876,-16.681946,52
m1221,winged_vehicle,13.312558,5.127962,52
m1227,winged_vehicle,-12.976747,-11.522591,52
m1228,winged_vehicle,-13.361947,-8.229918,52
m1229,winged_vehicle,21.366346,-0.95525897,52
m1230,winged_vehicle,14.503037,5.576608,52
m1231,winged_vehicle,23.12584,0.24074088,52
