id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,cell_type_3,bary_center_x,bary_center_y,bary_center_z,cell_area_mean,cell_area_std,faces_outlier,vertices_outlier
m2,data,10512,5304,-0.4844227433204651,0.5152342319488525,-0.4610408544540405,0.47175437211990356,-0.10003915429115295,0.08954646438360214,10512,0.015405744314193726,0.0053567588329315186,-0.005246344953775406,0.00010537380132215717,0.00047577662707470533,False,False
m20,data,4096,1430,-0.4667474627494812,0.43602555990219116,-0.48191171884536743,0.47132715582847595,-0.5994481444358826,0.6351972818374634,4096,-0.01536095142364502,-0.00529228150844574,0.017874568700790405,0.0010700989238146908,0.0016872159862204971,False,False
m21,data,4096,1430,-0.4667474627494812,0.43602555990219116,-0.48191171884536743,0.47132715582847595,-0.5994481444358826,0.6351972818374634,4096,-0.01536095142364502,-0.00529228150844574,0.017874568700790405,0.0010700989238146908,0.0016872159862204971,False,False
m22,data,23512,11822,-0.6438245177268982,0.6145933866500854,-0.23399782180786133,0.4148982763290405,-0.16937562823295593,0.16929593682289124,23512,-0.014615565538406372,0.0904502272605896,-3.984570503234863e-05,3.729746909202942e-05,7.50888173839055e-05,False,False
m23,data,3648,1854,-0.48519185185432434,0.4680812954902649,-0.46684229373931885,0.5319713950157166,-0.32617422938346863,0.28491705656051636,3648,-0.008555278182029724,0.03256455063819885,-0.020628586411476135,0.00022024221192535874,0.000437618059377572,False,False
m24,data,3200,1559,-0.532686173915863,0.4805684983730316,-0.17287804186344147,0.3015844523906708,-0.17645075917243958,0.17559991776943207,3200,-0.02605883777141571,0.06435320526361465,-0.00042542070150375366,0.00022044538878904886,0.0003554009411258756,False,False
m25,data,14192,7152,-0.5005853176116943,0.497830331325531,-0.25041061639785767,0.2504802644252777,-0.20422060787677765,0.23331601917743683,14192,-0.001377493143081665,3.482401371002197e-05,0.01454770565032959,8.55202414209929e-05,0.00010367430647652107,False,False
m26,data,8984,4498,-0.5923713445663452,0.5304129719734192,-0.14447380602359772,0.4477168619632721,-0.1879800707101822,0.1886216402053833,8984,-0.030979186296463013,0.1516215279698372,0.0003207847476005554,9.400110822776204e-05,0.00011887130214909673,False,False
m27,data,24656,12390,-0.31038230657577515,0.4703754782676697,-0.43639543652534485,0.41484135389328003,-0.273205429315567,0.2704716622829437,24656,0.07999658584594727,-0.01077704131603241,-0.0013668835163116455,6.318763177055722e-05,0.0001888274488895799,True,False
m28,data,1848,926,-0.49999043345451355,0.5000125169754028,-0.28328779339790344,0.26546794176101685,-0.1171264797449112,0.11790500581264496,1848,1.1041760444641113e-05,-0.008909925818443298,0.0003892630338668823,0.00022878287959005953,0.0001512238897127067,False,False
m29,data,5576,2790,-0.414861798286438,0.3968142867088318,-0.4662613272666931,0.45491471886634827,-0.28152206540107727,0.3093283772468567,5576,-0.0090237557888031,-0.005673304200172424,0.01390315592288971,0.00029707332397581034,0.00032895155980519993,False,False
m3,data,2896,1454,-0.5234560370445251,0.48902925848960876,-0.2611643075942993,0.272111177444458,-0.03338778764009476,0.04158290848135948,2896,-0.01721338927745819,0.005473434925079346,0.004097560420632362,0.00021941972927416313,0.000769304235289038,False,False
m30,data,10012,5048,-0.35673579573631287,0.3991914391517639,-0.4560483694076538,0.5073354244232178,-0.4564504325389862,0.429789274930954,10012,0.021227821707725525,0.025643527507781982,-0.013330578804016113,0.00012847802800537947,0.0010684188750891077,False,False
m31,data,4520,2262,-0.5021024346351624,0.4977286756038666,-0.4155457615852356,0.35460129380226135,-0.18918447196483612,0.22676298022270203,4520,-0.002186879515647888,-0.03047223389148712,0.018789254128932953,0.00017813784776552762,0.00023092765824897987,False,False
m32,data,3712,1853,-0.5,0.5,-0.177164688706398,0.16095590591430664,-0.06220635771751404,0.08301182836294174,3712,0.0,-0.008104391396045685,0.010402735322713852,7.934071732918014e-05,0.00020247120456436753,False,False
m33,data,4624,2449,-0.45005160570144653,0.45171207189559937,-0.5,0.5,-0.09543193131685257,0.12868203222751617,4624,0.000830233097076416,0.0,0.016625050455331802,0.00015735446614919754,0.00036253237209962,False,False
m34,data,4624,2449,-0.45005160570144653,0.45171207189559937,-0.5,0.5,-0.09543193131685257,0.12868203222751617,4624,0.000830233097076416,0.0,0.016625050455331802,0.00015735446614919754,0.00036253237209962,False,False
m35,data,21560,10758,-0.500058650970459,0.4999411702156067,-0.13473494350910187,0.15327778458595276,-0.11105231940746307,0.1511296033859253,21560,-5.874037742614746e-05,0.009271420538425446,0.02003864198923111,1.5917198582796054e-05,2.442064140735614e-05,False,False
m36,data,14836,7358,-0.49994874000549316,0.5000510811805725,-0.23387731611728668,0.23460140824317932,-0.059243395924568176,0.06858805567026138,14836,5.117058753967285e-05,0.0003620460629463196,0.004672329872846603,2.4663114918908097e-05,3.0389794433423163e-05,False,False
m37,data,1060,452,-0.4951687455177307,0.5041199922561646,-0.1793185919523239,0.2450820505619049,-0.07528015971183777,0.18894512951374054,1060,0.004475623369216919,0.0328817293047905,0.056832484900951385,0.0002981409911524759,0.00045939128416001764,False,False
m38,data,216,132,-0.5814209580421448,0.5524148941040039,-0.5346262454986572,0.42876136302948,-0.061908405274152756,0.3292789161205292,216,-0.014503031969070435,-0.05293244123458862,0.1336852554231882,0.001211714436049051,0.000725734875669596,False,False
m39,data,3192,1598,-0.23190316557884216,0.23696500062942505,-0.5,0.5,-0.09669935703277588,0.11393526196479797,3192,0.002530917525291443,0.0,0.008617952466011047,0.00014744520739353017,0.0002568201467236932,False,False
m4,data,2000,1024,-0.4952746629714966,0.5049099922180176,-0.28899312019348145,0.2936367988586426,-0.18219023942947388,0.18715837597846985,2000,0.004817664623260498,0.0023218393325805664,0.002484068274497986,0.00029542630663399445,0.00022586552820999964,False,False
m40,data,3192,1598,-0.23190316557884216,0.23696500062942505,-0.5,0.5,-0.09669935703277588,0.11393526196479797,3192,0.002530917525291443,0.0,0.008617952466011047,0.00014744520739353017,0.0002568201467236932,False,False
m41,data,3920,1995,-0.3371112644672394,0.3670384883880615,-0.49614647030830383,0.5023099780082703,-0.16670680046081543,0.18153338134288788,3920,0.014963611960411072,0.0030817538499832153,0.007413290441036224,8.390361480776954e-05,0.00034475553613299545,False,False
m42,data,660,362,-0.4999304711818695,0.5000701546669006,-0.3530278205871582,0.35321053862571716,-0.06399191170930862,0.06534786522388458,660,6.984174251556396e-05,9.135901927947998e-05,0.0006779767572879791,0.0004491783576916428,0.0006251124174591052,False,False
m43,data,3296,1676,-0.47517889738082886,0.5172997117042542,-0.2600959241390228,0.2237594872713089,-0.1312660127878189,0.3225557208061218,3296,0.021060407161712646,-0.018168218433856964,0.09564485400915146,0.00024511920514917024,0.00022135993908858738,False,False
m44,data,17388,8993,-0.5483999252319336,0.49773961305618286,-0.4065262973308563,0.4840227961540222,-0.3514333963394165,0.3496854901313782,17388,-0.025330156087875366,0.03874824941158295,-0.000873953104019165,0.00012388713163158865,0.00017099711388331596,False,False
m45,data,17388,8993,-0.5483999252319336,0.49773961305618286,-0.4065262973308563,0.4840227961540222,-0.3514333963394165,0.3496854901313782,17388,-0.025330156087875366,0.03874824941158295,-0.000873953104019165,0.00012388713163158865,0.00017099711388331596,False,False
m46,data,728,366,-0.5276733636856079,0.4385993778705597,-0.24205610156059265,0.3125811219215393,-0.20055240392684937,0.20055074989795685,728,-0.04453699290752411,0.03526251018047333,-8.270144462585449e-07,0.001213676328932319,0.0008750740947127834,False,False
m47,data,2392,1206,-0.4784044027328491,0.5122233629226685,-0.2773522138595581,0.2770557403564453,-0.22182606160640717,0.21074417233467102,2392,0.016909480094909668,-0.00014823675155639648,-0.0055409446358680725,0.00044573653037072224,0.000881461246493757,False,False
m48,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m49,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m5,data,4348,1991,-0.4868926703929901,0.5041292309761047,-0.2933020293712616,0.28945088386535645,-0.07135242223739624,0.10599131882190704,4348,0.008618280291557312,-0.0019255727529525757,0.0173194482922554,9.031218650191146e-05,0.0002085934546409096,False,False
m50,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m51,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m52,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m53,data,2240,1134,-0.45897921919822693,0.5009657144546509,-0.32227590680122375,0.240690216422081,-0.4239325523376465,0.488433301448822,2240,0.020993247628211975,-0.04079284518957138,0.03225037455558777,0.0008718054470658866,0.0008771491247551808,False,False
m54,data,3800,1902,-0.4935130476951599,0.501883864402771,-0.24781452119350433,0.26389753818511963,-0.2801915407180786,0.25578728318214417,3800,0.004185408353805542,0.008041508495807648,-0.012202128767967224,0.00024326521986257047,0.0002770128668875527,False,False
m55,data,6720,171,-0.5,0.5,-0.10526315867900848,0.10526315867900848,-0.10526315867900848,0.10526315867900848,6720,0.0,0.0,0.0,0.0010181120735761814,0.0004432396766540103,False,False
m56,data,6720,171,-0.5,0.5,-0.10526315867900848,0.10526315867900848,-0.10526315867900848,0.10526315867900848,6720,0.0,0.0,0.0,0.0010181120735761814,0.0004432396766540103,False,False
m57,data,12832,6418,-0.496273010969162,0.49771830439567566,-0.20683467388153076,0.19611650705337524,-0.17036737501621246,0.1703420728445053,12832,0.0007226467132568359,-0.005359083414077759,-1.265108585357666e-05,4.9007214870626995e-05,5.7368492520505205e-05,False,False
m58,data,1348,760,-0.49984022974967957,0.5022940635681152,-0.21929678320884705,0.22233286499977112,-0.08934658765792847,0.08444149047136307,1348,0.0012269169092178345,0.0015180408954620361,-0.0024525485932826996,0.00033939648264925346,0.0002545596809623057,False,False
m59,data,1912,958,-0.500664234161377,0.521660327911377,-0.37958768010139465,0.35857129096984863,-0.05586419999599457,0.056005559861660004,1912,0.010498046875,-0.01050819456577301,7.06799328327179e-05,0.00033498600747674113,0.0005379175346398389,False,False
m6,data,6712,3437,-0.42331212759017944,0.31330859661102295,-0.5006227493286133,0.4727702736854553,-0.1137743815779686,0.17149436473846436,6712,-0.05500176548957825,-0.01392623782157898,0.02885999158024788,8.360064783264831e-05,0.0003061369749188924,False,False
m60,data,7168,3991,-0.5198970437049866,0.5280067324638367,-0.397121399641037,0.30066823959350586,-0.40317150950431824,0.38834819197654724,7168,0.004054844379425049,-0.048226580023765564,-0.007411658763885498,0.00020419713143759053,0.000240220546159929,False,False
m61,data,1776,931,-0.5009480118751526,0.5018885731697083,-0.27802300453186035,0.2709198296070099,-0.08094258606433868,0.08105558902025223,1776,0.00047028064727783203,-0.003551587462425232,5.650147795677185e-05,0.00029733021336807413,0.00032248503419621434,False,False
m62,data,7720,3936,-0.5009534358978271,0.45218417048454285,-0.306288480758667,0.340891033411026,-0.19679754972457886,0.19774505496025085,7720,-0.02438463270664215,0.017301276326179504,0.00047375261783599854,9.888647941411098e-05,0.00024728843163814354,False,False
m63,data,7720,3936,-0.5009534358978271,0.45218417048454285,-0.306288480758667,0.340891033411026,-0.19679754972457886,0.19774505496025085,7720,-0.02438463270664215,0.017301276326179504,0.00047375261783599854,9.888647941411098e-05,0.00024728843163814354,False,False
m64,data,7720,3936,-0.5009534358978271,0.45218417048454285,-0.306288480758667,0.340891033411026,-0.19679754972457886,0.19774505496025085,7720,-0.02438463270664215,0.017301276326179504,0.00047375261783599854,9.888647941411098e-05,0.00024728843163814354,False,False
m65,data,4392,2200,-0.5006247162818909,0.49704092741012573,-0.14025458693504333,0.13159260153770447,-0.08462931215763092,0.08634444326162338,4392,-0.0017918944358825684,-0.004330992698669434,0.0008575655519962311,9.258789217171396e-05,0.00010966715412015321,False,False
m66,data,2240,1174,-0.5040467381477356,0.5025001764297485,-0.17500890791416168,0.1748037189245224,-0.13549377024173737,0.13261617720127106,2240,-0.0007732808589935303,-0.00010259449481964111,-0.0014387965202331543,0.0002453082018888009,0.00026872252207459145,False,False
m67,data,2024,1029,-0.5036238431930542,0.5384523868560791,-0.28114253282546997,0.29329386353492737,-0.22359374165534973,0.27592721581459045,2024,0.01741427183151245,0.006075665354728699,0.02616673707962036,0.0005632351841515393,0.0006002257256824457,False,False
m68,data,2240,1186,-0.5006338953971863,0.49957773089408875,-0.22612790763378143,0.2258867621421814,-0.12560217082500458,0.12745365500450134,2240,-0.0005280822515487671,-0.00012057274580001831,0.0009257420897483826,0.00021374081793491172,0.00018667122804212196,False,False
m69,data,3344,1674,-0.49916738271713257,0.5008854866027832,-0.18285442888736725,0.183420792222023,-0.15844981372356415,0.15838176012039185,3344,0.0008590519428253174,0.00028318166732788086,-3.402680158615112e-05,0.00015714041312192735,0.00019717092268777445,False,False
m7,data,2896,1454,-0.5656607151031494,0.509249746799469,-0.23606334626674652,0.33006781339645386,-0.054079510271549225,0.025555459782481194,2896,-0.02820548415184021,0.04700223356485367,-0.014262025244534016,0.00024731473835543864,0.0008730101434778707,False,False
m70,data,2360,1237,-0.50104159116745,0.49919918179512024,-0.22710272669792175,0.2267940193414688,-0.12341207265853882,0.12557141482830048,2360,-0.000921204686164856,-0.00015435367822647095,0.0010796710848808289,0.00023012953156835748,0.00020198716994670917,False,False
m71,data,2256,1133,-0.4921867549419403,0.5109813809394836,-0.3151187598705292,0.28601497411727905,-0.18539054691791534,0.18427389860153198,2256,0.009397312998771667,-0.014551892876625061,-0.0005583241581916809,0.0003286196523605861,0.00029852310478729486,False,False
m72,data,1344,654,-0.49986883997917175,0.5024510622024536,-0.14031460881233215,0.21947461366653442,-0.21623361110687256,0.10106591135263443,1344,0.0012911111116409302,0.039580002427101135,-0.057583849877119064,0.00029850192261470545,0.0006059658979199997,False,False
m73,data,2048,1094,-0.5040309429168701,0.5017460584640503,-0.2706506550312042,0.26974907517433167,-0.14927832782268524,0.12968352437019348,2048,-0.0011424422264099121,-0.0004507899284362793,-0.00979740172624588,0.00024873056270508474,0.00018384567588756846,False,False
m74,data,12656,6328,-0.507129967212677,0.49668627977371216,-0.16351036727428436,0.1762169599533081,-0.19527874886989594,0.19517387449741364,12656,-0.005221843719482422,0.006353296339511871,-5.24371862411499e-05,3.5923316634534294e-05,4.739352936003613e-05,False,False
m75,data,12656,6328,-0.507129967212677,0.49668627977371216,-0.16351036727428436,0.1762169599533081,-0.19527874886989594,0.19517387449741364,12656,-0.005221843719482422,0.006353296339511871,-5.24371862411499e-05,3.5923316634534294e-05,4.739352936003613e-05,False,False
m76,data,2936,1659,-0.5070271492004395,0.5251277685165405,-0.15567055344581604,0.32024848461151123,-0.1651875525712967,0.23643605411052704,2936,0.009050309658050537,0.0822889655828476,0.03562425076961517,0.0001675244370010533,0.00016581295998454286,False,False
m77,data,904,536,-0.5108040571212769,0.49720320105552673,-0.10645364969968796,0.13243873417377472,-0.14235900342464447,0.14193063974380493,904,-0.006800428032875061,0.01299254223704338,-0.0002141818404197693,0.0003322026887910905,0.0002405061686330701,False,False
m78,data,2792,1490,-0.49348360300064087,0.46736910939216614,-0.4685545861721039,0.4167141616344452,-0.2509813904762268,0.2262687087059021,2792,-0.013057246804237366,-0.025920212268829346,-0.012356340885162354,0.0005382454998826589,0.0007565264874709152,False,False
m79,data,8416,4317,-0.4847574830055237,0.5279572010040283,-0.23543265461921692,0.16272187232971191,-0.1566924899816513,0.14598990976810455,8416,0.02159985899925232,-0.0363553911447525,-0.0053512901067733765,5.20895852822422e-05,4.9385434553135875e-05,False,False
m8,data,20648,10468,-0.5114160776138306,0.49819907546043396,-0.3638373017311096,0.366261750459671,-0.11890815943479538,0.12196026742458344,20648,-0.006608501076698303,0.0012122243642807007,0.0015260539948940277,1.9039175228649917e-05,2.344527886678768e-05,False,False
m80,data,6692,3317,-0.5020144581794739,0.505824089050293,-0.1471661776304245,0.14445391297340393,-0.20095646381378174,0.2084827423095703,6692,0.001904815435409546,-0.0013561323285102844,0.003763139247894287,5.780266109733981e-05,6.666346461671519e-05,False,False
m81,data,6692,3317,-0.5020144581794739,0.505824089050293,-0.1471661776304245,0.14445391297340393,-0.20095646381378174,0.2084827423095703,6692,0.001904815435409546,-0.0013561323285102844,0.003763139247894287,5.780266109733981e-05,6.666346461671519e-05,False,False
m82,data,616,340,-0.5500541925430298,0.5094115138053894,-0.34811899065971375,0.38766124844551086,-0.32975953817367554,0.3551606833934784,616,-0.02032133936882019,0.01977112889289856,0.012700572609901428,0.00236862609087208,0.0014882747358708579,False,False
m83,data,21052,10814,-0.5000483393669128,0.4999862015247345,-0.027774309739470482,0.02778726816177368,-0.020766068249940872,0.02497556246817112,21052,-3.106892108917236e-05,6.479211151599884e-06,0.0021047471091151237,5.480460811572336e-06,1.2853552984478575e-05,False,False
m84,data,15416,7764,-0.5032209753990173,0.509601891040802,-0.26412928104400635,0.2534002959728241,-0.29400813579559326,0.26414650678634644,15416,0.003190457820892334,-0.0053644925355911255,-0.014930814504623413,4.3594276648610836e-05,9.568277856514963e-05,False,False
m85,data,980,586,-0.4782155156135559,0.32804423570632935,-0.44885119795799255,0.3607594966888428,-0.08587470650672913,0.08583754301071167,980,-0.07508563995361328,-0.04404585063457489,-1.8581748008728027e-05,0.0006075163021757448,0.0005776973027491475,False,False
m86,data,5324,2713,-0.609904944896698,0.5128247141838074,-0.5397969484329224,0.5257814526557922,-0.15390978753566742,0.1390632688999176,5324,-0.04854011535644531,-0.0070077478885650635,-0.0074232593178749084,0.00020962529504922028,0.0002017468989058642,False,False
m87,data,12880,6448,-0.39444267749786377,0.52616286277771,-0.3073682487010956,0.42629295587539673,-0.11778336018323898,0.11317431181669235,12880,0.0658600926399231,0.059462353587150574,-0.0023045241832733154,5.918665613442316e-05,7.560610989667132e-05,False,False
m88,data,12880,6448,-0.39444267749786377,0.52616286277771,-0.3073682487010956,0.42629295587539673,-0.11778336018323898,0.11317431181669235,12880,0.0658600926399231,0.059462353587150574,-0.0023045241832733154,5.918665613442316e-05,7.560610989667132e-05,False,False
m89,data,3576,2013,-0.39737555384635925,0.4402768909931183,-0.25021642446517944,0.18534286320209503,-0.49995091557502747,0.5000490546226501,3576,0.021450668573379517,-0.032436780631542206,4.906952381134033e-05,0.0001824267223029931,0.0008593870935476372,False,False
m9,data,11920,6018,-0.5,0.5,-0.30450400710105896,0.34353920817375183,-0.166361004114151,0.18414939939975739,11920,0.0,0.019517600536346436,0.008894197642803192,3.155754081490396e-05,6.494356446735986e-05,False,False
m90,data,14104,7090,-0.49949854612350464,0.5245643854141235,-0.32751888036727905,0.42391160130500793,-0.24088481068611145,0.24377603828907013,14104,0.012532919645309448,0.04819636046886444,0.0014456138014793396,9.9969325676402e-05,0.00010388307828586051,False,False
m91,data,12676,6396,-0.5454391837120056,0.573738157749176,-0.44579440355300903,0.45415499806404114,-0.16487178206443787,0.16495558619499207,12676,0.014149487018585205,0.004180297255516052,4.190206527709961e-05,7.988251898685175e-05,9.978311045075187e-05,False,False
m92,data,15552,7829,-0.5488753318786621,0.6374881863594055,-0.39284747838974,0.4534992575645447,-0.1634465605020523,0.1634102463722229,15552,0.044306427240371704,0.030325889587402344,-1.815706491470337e-05,6.846700423134403e-05,0.0001030449228961712,False,False
m93,data,1856,974,-0.49339085817337036,0.5657001733779907,-0.37551093101501465,0.3324742317199707,-0.14196787774562836,0.14533007144927979,1856,0.03615465760231018,-0.021518349647521973,0.0016810968518257141,0.0011738870240939406,0.0008400128983593093,False,False
m94,data,25312,12946,-0.4059145748615265,0.5273115038871765,-0.32440823316574097,0.30137625336647034,-0.10323967784643173,0.1035444512963295,25312,0.06069846451282501,-0.011515989899635315,0.00015238672494888306,2.48765983289772e-05,4.218780628262776e-05,True,False
m95,data,7632,3818,-0.5124012231826782,0.5113860964775085,-0.23468835651874542,0.2529096305370331,-0.12091377377510071,0.12090306729078293,7632,-0.0005075633525848389,0.00911063700914383,-5.3532421588897705e-06,9.383185121819434e-05,9.002953204465794e-05,False,False
m96,data,7632,3818,-0.5124012231826782,0.5113860964775085,-0.23468835651874542,0.2529096305370331,-0.12091377377510071,0.12090306729078293,7632,-0.0005075633525848389,0.00911063700914383,-5.3532421588897705e-06,9.383185121819434e-05,9.002953204465794e-05,False,False
m97,data,7632,3818,-0.5124012231826782,0.5113860964775085,-0.23468835651874542,0.2529096305370331,-0.12091377377510071,0.12090306729078293,7632,-0.0005075633525848389,0.00911063700914383,-5.3532421588897705e-06,9.383185121819434e-05,9.002953204465794e-05,False,False
m98,data,7632,3818,-0.5124012231826782,0.5113860964775085,-0.23468835651874542,0.2529096305370331,-0.12091377377510071,0.12090306729078293,7632,-0.0005075633525848389,0.00911063700914383,-5.3532421588897705e-06,9.383185121819434e-05,9.002953204465794e-05,False,False
m99,data,11552,5780,-0.4977617561817169,0.4918150007724762,-0.28146684169769287,0.2620396912097931,-0.16340726613998413,0.16126275062561035,11552,-0.0029733777046203613,-0.00971357524394989,-0.0010722577571868896,9.711927746103864e-05,0.0001224259924720741,False,False
m100,data,4832,2418,-0.528383195400238,0.5271264910697937,-0.294691264629364,0.19984962046146393,-0.2983205020427704,0.24674250185489655,4832,-0.000628352165222168,-0.04742082208395004,-0.02578900009393692,0.0002645489928578986,0.00025099450524193644,False,False
m101,data,8720,4413,-0.5366893410682678,0.4968537390232086,-0.4489876329898834,0.2591624855995178,-0.20176687836647034,0.20800040662288666,8720,-0.019917801022529602,-0.0949125736951828,0.0031167641282081604,0.00035111933343068166,0.0006775096029601813,False,False
m102,data,904,475,-0.48948633670806885,0.49852997064590454,-0.23666264116764069,0.24121196568012238,-0.19790995121002197,0.19790387153625488,904,0.004521816968917847,0.0022746622562408447,-3.039836883544922e-06,0.0012377312675086918,0.0010686190122560825,False,False
m103,data,904,475,-0.48948633670806885,0.49852997064590454,-0.23666264116764069,0.24121196568012238,-0.19790995121002197,0.19790387153625488,904,0.004521816968917847,0.0022746622562408447,-3.039836883544922e-06,0.0012377312675086918,0.0010686190122560825,False,False
m104,data,1848,926,-0.5673648715019226,0.6101663708686829,-0.3669489324092865,0.4096359312534332,-0.13134203851222992,0.13937410712242126,1848,0.021400749683380127,0.021343499422073364,0.004016034305095673,0.0005972420818921276,0.0005929053670659558,False,False
m105,data,1040,547,-0.6008723974227905,0.5767392516136169,-0.4523562490940094,0.3926168382167816,-0.1282823234796524,0.1291394680738449,1040,-0.012066572904586792,-0.02986970543861389,0.00042857229709625244,0.0010438601764057147,0.0010196557753535686,False,False
m106,data,2760,1378,-0.4554717242717743,0.5354773998260498,-0.3324120044708252,0.4409182071685791,-0.09147903323173523,0.10319648683071136,2760,0.040002837777137756,0.05425310134887695,0.005858726799488068,0.0002215210409620787,0.0004539388940833236,False,False
m107,data,24208,12152,-0.5696134567260742,0.58768230676651,-0.3871612250804901,0.4924558997154236,-0.12572987377643585,0.12572063505649567,24208,0.009034425020217896,0.052647337317466736,-4.6193599700927734e-06,4.414361572559236e-05,5.163432503746337e-05,True,False
m108,data,24208,12152,-0.5696134567260742,0.58768230676651,-0.3871612250804901,0.4924558997154236,-0.12572987377643585,0.12572063505649567,24208,0.009034425020217896,0.052647337317466736,-4.6193599700927734e-06,4.414361572559236e-05,5.163432503746337e-05,True,False
m109,data,10080,5068,-0.44873857498168945,0.4903929829597473,-0.24084708094596863,0.6206814050674438,-0.23408229649066925,0.23001232743263245,10080,0.02082720398902893,0.1899171620607376,-0.002034984529018402,0.0002679086872046894,0.00029437039712843535,False,False
m110,data,3608,1806,-0.5016226768493652,0.46648427844047546,-0.2943003475666046,0.4263588786125183,-0.23357686400413513,0.2354324609041214,3608,-0.017569199204444885,0.06602926552295685,0.0009277984499931335,0.0004910230917790143,0.0004293242338639981,False,False
