id,label,faces,vertices,bound_xmin,bound_xmax,bound_ymin,bound_ymax,bound_zmin,bound_zmax,center_x,center_y,center_z,cell_area_mean,cell_area_std
m1555,antique_car,19092,9998,-0.48924878239631653,0.5000858306884766,-0.2011338770389557,0.2433088719844818,-0.15148895978927612,0.19510048627853394,0.03916231792534968,0.04185217900956154,0.012605582203971972,9.085854313548833e-05,0.00010206892231834851
m1075,barren,19963,10000,-0.5213304162025452,0.5567429065704346,-0.269113689661026,0.3113429546356201,-0.1886128932237625,0.24812442064285278,0.2889972797514156,0.1030900031787529,0.020285620899221965,2.64653990656884e-05,5.172001242306336e-05
m1076,barren,2112,9940,-0.4428723454475403,0.3832670748233795,-0.1801649034023285,0.3827475607395172,-0.14063091576099396,0.11974148452281952,0.10639820560275355,0.12227443557154918,0.004298632555083424,1.2020121719030029e-05,6.992389092464065e-06
m1077,barren,19550,9909,-0.5038405060768127,0.4752751886844635,-0.30520617961883545,0.4326912760734558,-0.33442896604537964,0.3868604302406311,0.03243452207841072,0.02658133548993369,0.003289493416001826,6.162303045067309e-05,2.0722515801051758e-05
m1078,barren,19215,9995,-0.5062606334686279,0.48517078161239624,-0.18311618268489838,0.2050703912973404,-0.11122404038906097,0.13530021905899048,0.012251848035785445,0.028628947178182693,0.02831936062744557,2.621904090109017e-05,1.0170617220942646e-05
m944,bed,19943,10000,-0.5005262494087219,0.5005487203598022,-0.2405964881181717,0.24059580266475677,-0.23301781713962555,0.23416949808597565,0.00015578276294402467,8.447106161378251e-05,-0.006959302258880515,0.00012030406448394034,2.6316467458266235e-05
m945,bed,19522,9994,-0.5295010209083557,0.5446610450744629,-0.38321933150291443,0.387317031621933,-0.3527454733848572,0.46373429894447327,-0.037942069790866076,0.0012644389473225489,0.14483260534200976,0.00021966062180824077,0.0010428707906403425
m946,bed,19669,10000,-0.5003491640090942,0.5001230239868164,-0.24811097979545593,0.2505808472633362,-0.246000275015831,0.25113773345947266,0.0001360795082500358,0.0002889782731961176,0.021795457803761454,0.0001248701623111047,0.0002116676591508479
m947,bed,16147,8291,-0.5200602412223816,0.526985764503479,-0.39875122904777527,0.3911352753639221,-0.20459924638271332,0.25264471769332886,0.013719414267065447,0.004624410109821172,0.07767671398336005,0.00014165863503507917,0.00022363313143753627
m948,bed,19796,9993,-0.5837292671203613,0.5956434011459351,-0.6010518074035645,0.5863288640975952,-0.49026739597320557,0.4920951724052429,0.021695194562041317,0.04183340934842377,0.2507722549636796,0.00023863085509133943,0.0006841965869103901
m949,bed,19924,9983,-0.5323447585105896,0.5191795229911804,-0.5843285322189331,0.5928341150283813,-0.4433573782444,0.4512730836868286,-0.0027000711537848534,0.18536443284702303,0.08460926456085845,0.00020456596461873694,0.0002227756986728328
m950,bed,19913,10000,-0.5827295184135437,0.5691084265708923,-0.47851935029029846,0.46517783403396606,-0.5347228646278381,0.5342220067977905,-0.007943658688327077,0.01636197872566917,0.22282829249057973,0.00022547384431042598,0.00026708828726466156
m951,bed,18512,9452,-0.606181263923645,0.6035941243171692,-0.5012356042861938,0.515597939491272,-0.23538821935653687,0.3670518100261688,0.08095816245301415,0.01764011623309544,0.00924625917342778,0.0002104187042077211,0.00027196237881708333
m5,bee,18755,9970,-0.4916061460971832,0.5116042494773865,-0.3089539110660553,0.30400678515434265,-0.1837504804134369,0.23072759807109833,0.09775983899999321,0.008590279910313827,0.09318953162450788,6.138047462336451e-05,4.125287075807961e-05
m6,bee,19101,9995,-0.48216700553894043,0.537136971950531,-0.3086699843406677,0.36152273416519165,-0.37342125177383423,0.2966083884239197,0.057985024282024206,0.013098312085473388,0.10634253776428393,9.684516832121879e-05,3.6608102662821894e-05
m7,bee,19928,9988,-0.5013995170593262,0.52169269323349,-0.2874450981616974,0.28716278076171875,-0.19138871133327484,0.2679477334022522,0.03804496117959402,-6.268175537938309e-05,0.08784255164141361,5.5134025916419744e-05,1.2719429075337324e-05
m8,bee,19794,9998,-0.5030139088630676,0.5074530243873596,-0.3444307744503021,0.41953474283218384,-0.217603862285614,0.2545957565307617,0.0090646732969539,0.046472834164855904,0.010140325560056692,8.830421309754247e-05,2.452932828700323e-05
m774,bench,19920,10000,-0.4967435300350189,0.4968299865722656,-0.5474408864974976,0.5399392247200012,-0.1842472404241562,0.41576388478279114,0.000900089648885836,0.04191237912029654,-0.0053307614197751025,7.282751121977025e-05,2.441927565183623e-05
m775,bench,19732,9950,-0.49886223673820496,0.5001888871192932,-0.3562120497226715,0.35711920261383057,-0.2058051973581314,0.3121722638607025,0.0003053298232110625,0.011395067085814345,0.032506163195011394,8.055332247972298e-05,2.7763582199053082e-05
m776,bench,19881,9937,-0.5002133846282959,0.49998411536216736,-0.23191702365875244,0.2317715734243393,-0.09687966853380203,0.18036119639873505,-0.0010049892864779984,0.0369442512030471,0.03816679347060317,3.215619638538495e-05,1.866262824770457e-05
m777,bench,19436,9968,-0.49853432178497314,0.49762043356895447,-0.21327130496501923,0.21540656685829163,-0.1109282523393631,0.16680502891540527,0.0026198902905603732,0.053915729405871055,0.02772774746682734,3.180833685573528e-05,1.236828023628979e-05
m1475,bicycle,19678,9990,-0.5053214430809021,0.4913841784000397,-0.2699546217918396,0.281684011220932,-0.10849679261445999,0.10977625846862793,0.014337700249543827,0.03290903416280348,0.00015644152566315062,3.803282619816376e-05,5.609009926640263e-05
m1476,bicycle,20035,9997,-0.49540308117866516,0.5022087693214417,-0.2968495786190033,0.2979741394519806,-0.142679825425148,0.14657653868198395,0.011841595271371637,0.030376909683741068,0.0024748365875662016,2.2560802382328983e-05,5.719461920969927e-06
m1477,bicycle,18366,9997,-0.47455304861068726,0.5150356292724609,-0.27107834815979004,0.3607552945613861,-0.17534101009368896,0.1943059265613556,-0.003382941920824468,0.04136871764437471,0.001138485764946695,3.099671647176335e-05,1.547072357491148e-05
m1478,bicycle,19680,9992,-0.48519814014434814,0.5098679661750793,-0.3317440152168274,0.3311474919319153,-0.10046736896038055,0.10419514775276184,0.029479227446103224,0.03914716036359155,0.008308841438010226,2.457659920421261e-05,1.471472876368773e-05
m1682,billboard,13257,6736,-0.5047468543052673,0.5181992053985596,-0.47328853607177734,0.42017310857772827,-0.1287744641304016,0.12181638926267624,0.006983155341888035,0.11028556898016247,0.0024139478380522162,0.00022309055967502652,0.0010807643306863885
m778,bench,20238,10000,-0.5030623078346252,0.5030701756477356,-0.4839562475681305,0.48633530735969543,-0.12941110134124756,0.4131636321544647,0.00016523829085150307,0.01764656111444621,0.0778955231690935,0.00016242513617790742,2.9413417120784613e-05
m779,bench,19948,10000,-0.5032913684844971,0.5023635029792786,-0.19695980846881866,0.20889179408550262,-0.17718413472175598,0.07752462476491928,-0.0014334909045300118,0.046033622604536396,0.016843513886590573,3.070420887601045e-05,2.1868497778534627e-05
m780,bench,19735,9941,-0.5022920966148376,0.5008434653282166,-0.5228655338287354,0.5462586283683777,-0.37602072954177856,0.5097025632858276,0.002869596366402557,0.039303599160118906,0.01304897562152167,0.00013286876276057016,4.857285497992189e-05
m781,bench,19726,9956,-0.5000550746917725,0.5000027418136597,-0.3569173514842987,0.3741673529148102,-0.2593957781791687,0.35480374097824097,0.0028406740994074728,0.033736196585093095,0.008072117697047366,8.340486220145368e-05,2.96243316308903e-05
m782,bench,19711,9999,-0.4999546706676483,0.5000951290130615,-0.239871084690094,0.2536204755306244,-0.11650693416595459,0.23676985502243042,0.0001785016197273381,-0.0003390482243845407,0.006372181918419761,5.477872484447767e-05,1.9482221469197203e-05
m1683,billboard,17624,8932,-0.4968387186527252,0.5108166337013245,-0.5108277201652527,0.5154545903205872,-0.15425850450992584,0.18763253092765808,0.006966680455257319,0.0789453608318411,0.1066043889668258,0.00013955902206646387,0.0008284057086462713
m1684,billboard,19982,9997,-0.5003377199172974,0.5039917230606079,-0.48486682772636414,0.4870683550834656,-0.04356587305665016,0.04190473631024361,0.0008109324807919807,0.17867828194673754,0.008469047021156247,7.326308923132546e-05,1.6618444240655244e-05
m1685,billboard,19748,9995,-0.42274734377861023,0.41415733098983765,-0.5050138235092163,0.5079240798950195,-0.1588582694530487,0.15986695885658264,-0.008478956201775504,0.1922239290283408,0.0006508178132581607,0.00011799191926542713,0.00016905075650494635
m1118,biplane,19257,10000,-0.4991108179092407,0.49901282787323,-0.27515625953674316,0.26331114768981934,-0.14159908890724182,0.11016540229320526,-0.00017752362479713773,-0.009228583148553788,0.012668485013500163,4.1303236614564165e-05,1.6939018365494433e-05
m1119,biplane,19530,9998,-0.4944746792316437,0.4982273578643799,-0.41552138328552246,0.4135793149471283,-0.1758938878774643,0.17161639034748077,0.0011048731314615425,0.1537937608167814,0.036311983829420594,6.195292450047092e-05,1.914483240927702e-05
m1120,biplane,17685,9998,-0.4982196092605591,0.50322425365448,-0.44498467445373535,0.45603707432746887,-0.13617441058158875,0.18389445543289185,0.0009262714209837634,0.1094380031982738,0.009002827289308329,9.23960905282319e-05,0.0005844975517048384
m1121,biplane,19864,9991,-0.49449068307876587,0.4985690414905548,-0.3977360725402832,0.4036588966846466,-0.16361325979232788,0.15333665907382965,0.00137871400935135,0.1355520764974576,0.044478655783317146,4.405942132495157e-05,8.56877794385945e-06
m1122,biplane,19373,9997,-0.4751144051551819,0.531435489654541,-0.4850446879863739,0.4650966227054596,-0.1366361677646637,0.14543454349040985,0.01589122069828489,0.09053707682819953,0.030817283264736792,7.126387864428528e-05,0.00014990209086608832
m1123,biplane,19902,9989,-0.5000573396682739,0.5001235604286194,-0.3527003526687622,0.3492926359176636,-0.14745260775089264,0.13976670801639557,-6.421941949295622e-06,0.03926164147340801,0.04254997365620251,6.194701095873804e-05,2.2280152219498657e-05
m1124,biplane,19940,9999,-0.4999067187309265,0.5005359649658203,-0.303943008184433,0.3167720139026642,-0.12569449841976166,0.11759310215711594,0.0007164645291925745,0.0879252007131509,0.024511328010698785,4.200815467678255e-05,1.5778115786780558e-05
m783,bench,20008,10000,-0.4870443046092987,0.4870446026325226,-0.25761231780052185,0.2575482130050659,-0.09204504638910294,0.2588420808315277,0.00018138412516318617,0.04689342250805502,-0.00012022521505546253,5.024807044467107e-05,1.3147603462206727e-05
m784,bench,19988,10000,-0.5000956654548645,0.5000411868095398,-0.19118154048919678,0.2284783124923706,-0.0767303854227066,0.1553272306919098,-5.6973594858169956e-05,-0.010354147954707784,0.051619688086173364,8.235102636042817e-05,1.854085152136353e-05
m1472,bicycle,19880,9994,-0.47335395216941833,0.5140829086303711,-0.3484790027141571,0.31148281693458557,-0.19843687117099762,0.20333527028560638,-0.0021735296656489804,0.006092932408787204,-0.0010867195392515916,2.140725730914412e-05,5.729356462939498e-06
m1473,bicycle,20805,9826,-0.5051612257957458,0.486823707818985,-0.30342763662338257,0.31171131134033203,-0.14878876507282257,0.1551971435546875,0.008124786756015833,0.00023053205197071623,0.003488774579575525,2.238283177560625e-05,1.9238589288724664e-05
m1474,bicycle,19419,9934,-0.5137035846710205,0.4742729067802429,-0.3353763818740845,0.352149099111557,-0.10625552386045456,0.11093394458293915,0.005886481181951849,0.004491083143204386,0.0008821560188969036,2.0224024573867584e-05,1.608888929741058e-05
m1125,biplane,19869,9987,-0.49969998002052307,0.5010554790496826,-0.41434425115585327,0.4005427956581116,-0.1414037048816681,0.1685611605644226,0.00036379334615417114,0.11234839471992021,0.03150603587046902,6.476681501050308e-05,1.9623791040139023e-05
m1126,biplane,19966,10000,-0.5000392198562622,0.5001469850540161,-0.3909810185432434,0.3985564708709717,-0.1441928595304489,0.12724651396274567,2.8016406305553564e-05,-0.033660280005663255,0.019130174391418495,5.541677934641784e-05,1.3670123400707543e-05
m1127,biplane,19890,9991,-0.4997684359550476,0.5007031559944153,-0.40984588861465454,0.40812280774116516,-0.08044809848070145,0.1315450221300125,0.00028908011445242203,0.1688817725172688,0.016518398063434955,4.849828862556506e-05,1.3254282392296876e-05
m1128,biplane,19905,9989,-0.49628502130508423,0.4963492453098297,-0.497264564037323,0.4960755705833435,-0.11851099133491516,0.1151200458407402,-7.32037591704123e-05,0.019821112338695275,0.02896869833134499,5.791982002499333e-05,1.474486340411816e-05
m1129,biplane,19849,9978,-0.4935421347618103,0.5071383118629456,-0.35682615637779236,0.3548228442668915,-0.16891825199127197,0.16584470868110657,0.004632025358739627,0.11431395199420792,0.0247359967776829,4.943299748764443e-05,4.475947714188261e-05
m1135,biplane,19983,10000,-0.5001246929168701,0.5001473426818848,-0.2764807641506195,0.268880695104599,-0.09982109814882278,0.07798539102077484,5.445633126096617e-05,-0.013808380817777017,0.0010336284366230333,4.303911713422978e-05,1.318362022672482e-05
m1136,biplane,19899,9996,-0.5001648664474487,0.4995723068714142,-0.27985048294067383,0.27699509263038635,-0.11852598935365677,0.1056491956114769,-0.00018543699775439148,0.0744909458639215,-0.008040413445094544,2.0494067296602905e-05,5.814345887392451e-06
m1137,biplane,19924,9998,-0.5001082420349121,0.5001842379570007,-0.22977910935878754,0.23133531212806702,-0.08355561643838882,0.08170772343873978,0.001200061856345055,0.06079955158500242,0.002249064511386677,3.48038047873274e-05,1.2284751483441865e-05
m1138,biplane,19810,9998,-0.4978053867816925,0.49844345450401306,-0.4959799349308014,0.48750039935112,-0.19618761539459229,0.17780834436416626,0.013340522844508805,-0.003570448342482718,-0.011480060432037599,8.165615855136124e-05,0.000179347059726463
m1139,biplane,19520,9998,-0.5001640319824219,0.500144362449646,-0.3338916599750519,0.32740890979766846,-0.12917977571487427,0.13202761113643646,9.678954445544686e-05,-0.01229033258709851,0.025938667906359042,5.172237711217987e-05,0.00012204385831981415
m1130,biplane,19867,9967,-0.4939032196998596,0.506467342376709,-0.3787689208984375,0.409178763628006,-0.24977312982082367,0.27180466055870056,0.0019329567794901972,0.12995686420856292,0.04715590888377139,8.150998004641147e-05,9.601344473512999e-05
m1131,biplane,19972,10000,-0.5000489354133606,0.5000408887863159,-0.36404937505722046,0.3569066822528839,-0.12889839708805084,0.11403141915798187,5.132481028294042e-05,0.06994321942926697,0.022324721072800053,4.750682464726071e-05,1.1504039670549256e-05
m1132,biplane,19905,10000,-0.5000375509262085,0.49997028708457947,-0.36639297008514404,0.36824625730514526,-0.11441319435834885,0.09333344548940659,4.066738444741318e-05,-0.02555009072651682,0.013002885754790956,4.3533435515060184e-05,1.2701975376312814e-05
m1133,biplane,19907,9993,-0.49981579184532166,0.5004278421401978,-0.3887348771095276,0.3911203444004059,-0.15213130414485931,0.15132085978984833,0.0003054485731913656,0.11018934648648747,0.02912319223068943,4.7111273717666774e-05,1.2826198828390723e-05
m1134,biplane,19939,9999,-0.500011682510376,0.5000191926956177,-0.267482727766037,0.27215978503227234,-0.07897960394620895,0.07839836180210114,-2.003306765145368e-05,0.046613874106688734,0.023794174197494848,2.9039126267764383e-05,9.163679837416209e-06
m1145,biplane,17859,10000,-0.3674521744251251,0.3700285255908966,-0.5003207325935364,0.4910501539707184,-0.14555424451828003,0.12590323388576508,0.002621870010028812,0.08369199247351908,0.017255925092448575,5.5263540394613405e-05,0.0003198300521258717
m1789,book,17690,8851,-0.5242226719856262,0.5242948532104492,-0.3855893611907959,0.38570636510849,-0.0810275748372078,0.0819644182920456,0.00281170887443899,0.00036729645755712823,0.06772375272343983,8.524365419096e-05,0.00027498427248589944
m1790,book,19925,9999,-0.5836556553840637,0.5804556608200073,-0.5092571377754211,0.5145552754402161,-0.12125898152589798,0.1308763176202774,0.00089794813891819,0.0006189734438174296,0.014820036095117822,0.00032780755354979503,0.0004417280550778007
m1791,book,17283,8680,-0.6216410398483276,0.6176494359970093,-0.5845097899436951,0.5797886252403259,-0.13433080911636353,0.13740843534469604,0.007844325102050385,-0.014395445902416527,-0.004802725219527731,0.0003097235611739529,0.0005338812535733295
m1792,book,19996,10000,-0.5177196264266968,0.5182632207870483,-0.3057231605052948,0.30960801243782043,-0.07108809798955917,0.07361700385808945,-0.0005318685846682334,0.001675065175932887,0.0012861201932340986,8.773345109020917e-05,2.2124498882383016e-05
m1140,biplane,19629,9995,-0.48720884323120117,0.5112411379814148,-0.42936423420906067,0.42902669310569763,-0.19565816223621368,0.2109486311674118,0.004891582840701574,0.1714144489397616,0.04718166782063507,8.34724740928899e-05,9.076245233391416e-05
m1141,biplane,19652,9998,-0.4871833920478821,0.5084306597709656,-0.3110787868499756,0.31308290362358093,-0.1554926335811615,0.1431829184293747,0.0055654310138154835,0.12185203338274134,0.04476830881912099,4.940225317275368e-05,3.8196026767698306e-05
m1142,biplane,18843,9991,-0.4969591796398163,0.49701377749443054,-0.2622734010219574,0.26536861062049866,-0.12380176037549973,0.1071326807141304,4.648678737474707e-05,0.025776669092924094,0.008233877885288838,4.48928426710686e-05,1.583223059486826e-05
m1143,biplane,19953,9982,-0.5001058578491211,0.5000479221343994,-0.25319063663482666,0.25070255994796753,-0.10486079752445221,0.0979013442993164,-0.004892456339302021,-0.00451768507422237,0.01102595607954872,6.998900351662129e-05,6.920667764851491e-05
